,,,,,,,,,Normalized abundance,,,,,,Raw abundance,,,,,,Spectral counts,,,,,
,,,,,,,,,Condition 1,,,Condition 2,,,Condition 1,,,Condition 2,,,Condition 1,,,Condition 2,,
Accession,Peptide count,Peptides used for quantitation,Confidence score,Anova (p)*,Max fold change,Highest mean condition,Lowest mean condition,Description,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223,A11-05217,A11-05218,A11-05219,A11-05221,A11-05222,A11-05223
Q7CQ05|GRCA_SALTY,8,2,174,0.000923593,1.596150978,Condition 1,Condition 2,Autonomous glycyl radical cofactor OS=Salmonella typhimurium GN=grcA,198759.9553,191119.7775,195825.8352,129663.6154,127343.0545,109942.056,268953.5562,240440.0106,154226.0886,129663.6154,91018.35375,99721.66112,2,1,1,1,1,1
Q8ZPT9|Q8ZPT9_SALTY,9,7,303.17,0.281232438,1.595639884,Condition 2,Condition 1,Kinase-like protein OS=Salmonella typhimurium GN=ydjN,299265.2112,317789.5567,288083.1506,369797.5183,784241.9063,290234.7382,404953.0133,399798.1026,226884.9638,369797.5183,560536.3207,263254.0381,1,3,1,2,6,2
Q8ZPX0|Q8ZPX0_SALTY,3,2,79.03,0.001609121,1.59556742,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=yeaO,64121.63878,56786.90416,56952.0093,87037.34238,102279.82,94471.33998,86766.68676,71441.29206,44853.55891,87037.34238,73104.42549,85689.12835,2,2,2,1,0,2
Q8ZKF6|ACSA_SALTY,4,4,48.86,0.287684706,1.594492327,Condition 1,Condition 2,Acetyl-coenzyme A synthetase OS=Salmonella typhimurium GN=acs,63229.56061,61128.49869,57249.80688,74739.64638,6545.153619,32612.18346,85559.56435,76903.27537,45088.09465,74739.64638,4678.143693,29580.50108,2,2,1,1,0,0
P37402|PANE_SALTY,3,1,29.68,0.320241216,1.594341263,Condition 2,Condition 1,2-dehydropantoate 2-reductase OS=Salmonella typhimurium GN=panE,15160.36586,5982.265368,7011.765335,12335.32113,23798.85985,8753.535179,20514.3652,7526.044494,5522.239398,12335.32113,17010.21742,7939.792107,0,0,1,1,1,1
Q8ZPD6|YNCE_SALTY,23,10,1137.5,0.008973017,1.592785166,Condition 2,Condition 1,Uncharacterized protein yncE OS=Salmonella typhimurium GN=yncE,14565661.66,13854409.48,18217990.45,24740437.55,26998219.5,22545755.59,19709636.66,17429668.48,14347899.54,24740437.55,19296957.36,20449864.95,13,15,14,13,15,15
Q9GJW5|Q9GJW5_CON-9PRIM,6,1,63.11,0.367584763,1.59275444,Condition 1,Condition 2,GHaA protein OS=Gorilla gorilla GN=gHaA PE=2 SV=1,80686.60234,69229.1947,61490.99576,73464.67317,0,59265.63822,109181.6941,87094.4312,48428.31771,73464.67317,0,53756.20671,1,1,1,1,0,1
Q7CPA4|Q7CPA4_SALTY,4,1,80.72,0.100689762,1.591910923,Condition 2,Condition 1,Putative alkylphosphonate uptake protein in phosphonate metabolism OS=Salmonella typhimurium GN=phnA,180239.0658,89009.47532,83229.77938,191409.7957,193297.4142,176406.8787,243891.8728,111979.1969,65549.07998,191409.7957,138159.1834,160007.8042,2,2,2,2,2,2
Q8ZMF7|ISPF_SALTY,4,3,210.38,0.09045793,1.59056507,Condition 2,Condition 1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS=Salmonella typhimurium GN=ispF",66001.57147,105430.0322,143494.3323,155305.7314,164725.0258,180879.436,89310.53207,132637.2309,113011.491,155305.7314,117737.09,164064.5852,0,1,4,3,2,3
Q8ZNV1|CMOB_SALTY,2,2,43.83,0.316072376,1.590551836,Condition 1,Condition 2,tRNA (mo5U34)-methyltransferase OS=Salmonella typhimurium GN=cmoB,19539.59388,19247.42014,15689.0998,16144.05943,1842.208482,16263.55193,26440.15115,24214.39563,12356.22712,16144.05943,1316.717146,14751.66531,1,1,1,1,0,1
Q7CPS4|Q7CPS4_SALTY,7,5,415.78,0.018833414,1.586984397,Condition 2,Condition 1,Putative outer membrane protein OS=Salmonella typhimurium GN=ygiW,1947416.429,1548644.977,2145438.906,3154570.623,2559703.302,3238699.044,2635161.461,1948287.193,1689678.231,3154570.623,1829546.036,2937624.237,4,4,5,4,4,6
Q7CQ70|YEJL_SALTY,5,3,380.53,0.003429444,1.586803714,Condition 2,Condition 1,UPF0352 protein yejL OS=Salmonella typhimurium GN=yejL,417083.172,345304.2288,407894.3541,571788.9564,668096.2333,617122.2457,564379.2895,434413.1913,321244.3892,571788.9564,477521.287,559753.5436,2,4,3,3,4,4
P0A2L1|YJBQ_SALTY,7,4,123.12,0.023020202,1.585970721,Condition 2,Condition 1,UPF0047 protein yjbQ OS=Salmonella typhimurium GN=yjbQ,155164.5888,158119.0774,216955.8962,248257.1575,318291.3414,274395.9221,209962.152,198923.1735,170867.4407,248257.1575,227498.5001,248887.6245,3,2,3,3,4,2
Q8ZKX1|GLMS_SALTY,21,10,630.7,0.233652603,1.583040944,Condition 2,Condition 1,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Salmonella typhimurium GN=glmS,255378.4901,280590.5338,350134.0926,330972.8181,736727.5407,335037.1548,345567.3603,352999.5264,275754.277,330972.8181,526575.4631,303891.5481,2,3,4,5,7,4
O84944|O84944_SALTY,11,7,512.57,0.002123562,1.581737865,Condition 2,Condition 1,SseA (Secretion system effector) OS=Salmonella typhimurium GN=sseA,4040580.147,3851618.216,4253554.757,5688984.846,6685718.887,6836693.876,5467541.981,4845564.06,3349962.033,5688984.846,4778612.614,6201143.534,6,6,7,9,7,7
Q8ZRM2|GLO2_SALTY,4,1,107.36,0.031830138,1.581519745,Condition 1,Condition 2,Hydroxyacylglutathione hydrolase OS=Salmonella typhimurium GN=gloB,65796.69682,62937.80011,68999.89995,49492.82865,30717.15553,44818.10829,89033.30438,79179.48383,54342.08758,49492.82865,21955.06413,40651.743,1,0,0,0,0,0
P65363|MINE_SALTY,10,9,647.52,0.004089639,1.580792784,Condition 2,Condition 1,Cell division topological specificity factor OS=Salmonella typhimurium GN=minE,3129883.248,2876042.496,3458168.927,4657654.126,5558228.055,4744890.378,4235225.495,3618231.967,2723541.901,4657654.126,3972739.379,4303797.54,10,10,10,11,8,10
Q8ZRD3|NUSB_SALTY,8,5,210.26,0.137873395,1.580398074,Condition 2,Condition 1,N utilization substance protein B homolog OS=Salmonella typhimurium GN=nusB,635406.3486,422793.7079,496803.5283,607120.9874,1164533.074,685870.608,859804.9685,531899.55,391266.3767,607120.9874,832349.151,622110.9447,4,4,4,4,4,4
Q8ZPY0|Q8ZPY0_SALTY,2,2,26.22,0.251663664,1.580251684,Condition 1,Condition 2,Putative periplasmic protein OS=Salmonella typhimurium GN=STM1263,12652.69926,13748.23908,18877.24847,9913.092661,3473.439374,15265.98406,17121.09694,17296.09983,14867.10981,9913.092661,2482.638216,13846.833,1,1,2,0,0,0
Q8ZLY1|Q8ZLY1_SALTY,14,4,564.04,0.049616956,1.576488099,Condition 2,Condition 1,Putative transporter OS=Salmonella typhimurium GN=yqjH,428094.615,397856.8213,477983.6864,551553.7626,894066.2438,610018.196,579279.508,500527.4682,376444.4784,551553.7626,639033.1844,553309.898,3,3,3,3,4,3
Q7CQZ5|Q7CQZ5_SALTY,4,1,142.43,0.087223329,1.575655791,Condition 2,Condition 1,"RNA chaperone, negative regulator of cspA transcription OS=Salmonella typhimurium GN=cspE",557822.8241,334309.5727,280109.2185,678552.2461,636547.1374,531949.9062,754822.2279,420581.2621,220604.953,678552.2461,454971.5942,482498.9652,1,1,1,1,1,1
P0C5Y6|YCIZ_SALTY,1,1,20.04,0.10001612,1.575333568,Condition 2,Condition 1,UPF0509 protein yciZ OS=Salmonella typhimurium GN=yciZ,41161.19435,18325.6113,28291.35078,48778.13158,42466.81992,47034.92487,55697.58548,23054.70546,22281.35204,48778.13158,30353.12803,42662.48065,1,0,0,1,1,1
Q8ZLP8|Q8ZLP8_SALTY,3,1,35.05,0.368488472,1.574386871,Condition 1,Condition 2,Putative gntR family regulatory protein OS=Salmonella typhimurium GN=STM3357,21074.41108,16672.24103,16226.9096,16746.91061,0.972343309,17534.39081,28517.00081,20974.66763,12779.78871,16746.91061,0.694981658,15904.36491,1,0,0,0,0,0
P12678|BIOB_SALTY,10,3,170.62,0.430987741,1.573312346,Condition 2,Condition 1,Biotin synthase OS=Salmonella typhimurium GN=bioB,64516.19887,51841.73655,56590.13887,60075.47968,161055.6253,50970.2355,87300.58877,65219.97803,44568.56147,60075.47968,115114.3887,46231.95831,1,1,0,1,2,1
Q8ZM71|YGFB_SALTY,2,2,126.71,0.049950827,1.572297192,Condition 2,Condition 1,UPF0149 protein ygfB OS=Salmonella typhimurium GN=ygfB,294473.266,178482.8058,203940.6086,328528.0774,412249.2184,323505.4544,398468.7559,224541.9511,160617.0215,328528.0774,294654.823,293431.8536,0,0,0,0,2,1
P0A1X8|MSCL_SALTY,5,2,188.64,0.192151586,1.571383269,Condition 1,Condition 2,Large-conductance mechanosensitive channel OS=Salmonella typhimurium GN=mscL,243540.7251,170970.3506,147521.8893,158578.2864,63357.73677,135731.6295,329548.998,215090.8371,116183.4645,158578.2864,45284.89535,123113.7933,1,1,1,1,1,1
Q8ZQV8|Q8ZQV8_SALTY,2,2,77.31,0.083487016,1.571134525,Condition 2,Condition 1,Putative carboxylase OS=Salmonella typhimurium GN=ybgJ,38575.69756,40680.03425,51287.38981,56159.2653,92597.74003,56343.80001,52199.00068,51177.89481,40392.28797,56159.2653,66184.16599,51105.9874,1,1,0,0,1,1
Q9S4Z1|Q9S4Z1_SALTY,13,6,480.03,0.000639623,1.569765065,Condition 2,Condition 1,Putative ABC-type transport system ATPase component/cell division protein OS=Salmonella typhimurium GN=sfbA,890732.2517,821535.0437,807109.053,1351548.323,1227655.509,1375625.145,1205301.17,1033539.79,635652.9629,1351548.323,877465.8644,1247744.762,6,6,6,6,5,7
Q8ZQ70|Q8ZQ70_SALTY,4,1,90.21,0.031295021,1.569076036,Condition 2,Condition 1,Ribosome modulation factor (Involved in dimerization of 70S ribosomes) OS=Salmonella typhimurium GN=rmf,598131.3567,401976.9434,426971.0021,844847.4667,665523.6479,728824.8201,809366.0277,505710.8262,336268.5396,844847.4667,475682.5336,661072.0624,1,1,1,1,1,1
P67524|DNAT_SALTY,3,1,77.22,0.02239035,1.568448812,Condition 2,Condition 1,Primosomal protein 1 OS=Salmonella typhimurium GN=dnaT,31084.68028,30702.7987,41573.21194,50018.33012,62654.87,49442.75274,42062.47326,38625.94099,32741.71594,50018.33012,44782.52185,44846.47287,0,0,0,1,0,1
Q8ZPT6|Q8ZPT6_SALTY,1,1,63.85,0.197398666,1.567064662,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=ydiZ,145692.3935,293845.9812,476173.8504,394209.7807,496763.2022,544007.2856,197144.7784,369675.6652,375019.1101,394209.7807,355061.1302,493435.4708,0,0,0,0,1,1
P62405|REVERSE_RL5_SALTY-R,5,1,53.24,0.077095688,1.564019538,Condition 2,Condition 1,50S ribosomal protein L5 OS=Salmonella typhimurium GN=rplE,20176.49319,11550.13176,20511.24213,30550.59489,27096.72151,24053.72832,27301.97633,14530.7505,16153.99033,30550.59489,19367.36159,21817.65405,0,0,1,0,0,0
P58679|ISPH_SALTY,6,2,128.49,0.130820026,1.563177667,Condition 1,Condition 2,4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Salmonella typhimurium GN=ispH,42536.02505,37995.56072,34407.86845,29063.05738,13783.08351,30683.21963,57557.94817,47800.66796,27098.52336,29063.05738,9851.448713,27830.85691,1,2,1,1,0,1
P37174|YBAK_SALTY,12,9,689.87,0.028324376,1.561587197,Condition 2,Condition 1,Uncharacterized protein ybaK OS=Salmonella typhimurium GN=ybaK,805423.2113,721135.858,956744.2378,1125517.124,1566425.581,1185951.946,1089864.589,907231.6622,753500.7906,1125517.124,1119601.522,1075703.896,8,6,7,8,9,8
Q9ZFV8|MAO2_SALTY,41,21,887.53,0.106130492,1.561459758,Condition 1,Condition 2,NADP-dependent malic enzyme OS=Salmonella typhimurium GN=maeB,3027089.64,4011908.526,5606198.173,2451180.524,3257670.402,2389466.223,4096129.537,5047218.773,4415260.201,2451180.524,2328417.503,2167337.501,13,12,11,8,8,5
P07800|CHEZ_SALTY,11,7,390.11,0.006924788,1.558836668,Condition 1,Condition 2,Chemotaxis protein cheZ OS=Salmonella typhimurium GN=cheZ,529843.054,405123.7081,429657.6311,278537.5386,305327.9612,291546.5438,716961.1877,509669.6427,338384.4416,278537.5386,218232.9337,264443.8961,5,5,4,3,3,3
Q8ZPS3|Q8ZPS3_SALTY,41,25,1860.53,0.168708614,1.557563644,Condition 2,Condition 1,Phosphoenolpyruvate synthase OS=Salmonella typhimurium GN=pps,4437040.307,4397734.046,4187671.401,5409102.997,10080804.08,4793380.977,6004015.083,5532610.151,3298074.435,5409102.997,7205247.24,4347780.373,19,20,19,20,25,19
P40814|T3MO_SALTY,7,2,51.48,0.075233959,1.557237518,Condition 2,Condition 1,Type III restriction-modification system StyLTI enzyme mod OS=Salmonella typhimurium GN=mod,247871.0274,160177.0368,142588.7892,308256.2211,315484.2854,233731.8606,335408.5797,201512.2084,112298.3146,308256.2211,225492.1589,212003.7612,1,0,0,0,1,0
Q8ZR32|Q8ZR32_SALTY,18,9,493.74,0.073724622,1.557124684,Condition 2,Condition 1,"2,3-dihydroxybenzoate-AMP ligase OS=Salmonella typhimurium GN=entE",693742.1344,670059.0433,761601.7031,963182.8086,1489108.005,857226.475,938742.484,842974.0012,599812.8473,963182.8086,1064338.841,777537.2876,9,7,6,7,9,8
Q8ZR04|LIPA_SALTY,18,5,232.7,0.00844208,1.555556201,Condition 1,Condition 2,Lipoyl synthase OS=Salmonella typhimurium GN=lipA,151014.0691,171508.601,164762.6521,111561.0941,87597.27357,114096.3524,204345.8445,215767.9881,129761.7312,111561.0941,62610.0863,103489.7673,3,3,1,3,1,2
Q9L328|Q9L328_SALTY,16,7,443.5,0.027805282,1.554310559,Condition 1,Condition 2,Catalase OS=Salmonella typhimurium GN=katE,600433.0657,426435.2856,455212.8085,362137.4527,311604.206,279787.9635,812480.6028,536480.8706,358510.8721,362137.4527,222718.875,253778.4128,5,7,5,5,3,2
Q8ZQT6|Q8ZQT6_SALTY,10,2,158.09,0.008162965,1.553338445,Condition 1,Condition 2,"Tol protein, membrane spanning protein OS=Salmonella typhimurium GN=tolA",69221.52909,73708.8989,92007.03315,52536.24148,49391.78881,49318.7646,93667.6424,92730.16467,72461.76092,52536.24148,35302.74441,44734.01088,0,1,1,0,0,0
Q8ZK67|Q8ZK67_SALTY,20,14,768.91,0.074761372,1.552929482,Condition 2,Condition 1,Fructose-bisphosphatase OS=Salmonella typhimurium GN=fbp,1590861.566,1419450.457,1253627.349,1977732.331,2930931.581,1712933.251,2152686.516,1785752.828,987316.3184,1977732.331,2094881.173,1553696.15,8,12,9,10,13,8
Q8ZPL1|Q8ZPL1_SALTY,30,19,1329.77,0.007089691,1.552820451,Condition 2,Condition 1,Putative periplasmic protein OS=Salmonella typhimurium GN=ydgH,4984301.921,3940350.849,4430039.36,6518092.653,7683970.669,6535375.737,6744546.329,4957194.973,3488955.593,6518092.653,5492112.335,5927836.426,14,15,18,16,17,16
P0A251|AHPC_SALTY,21,13,1254.33,0.002113774,1.552816979,Condition 2,Condition 1,Alkyl hydroperoxide reductase subunit C OS=Salmonella typhimurium GN=ahpC,32366514.64,26216986.57,29008926.76,43964072.04,46147497.42,45903439.89,43796997.25,32982523.39,22846491.65,43964072.04,32983889.54,41636180.38,17,17,17,18,17,16
O86090|PPK_SALTY,13,5,141.35,0.305609091,1.552625076,Condition 1,Condition 2,Polyphosphate kinase OS=Salmonella typhimurium GN=ppk,301536.7615,249276.9969,263848.8224,271493.5934,38340.29403,214866.2437,408026.7789,313605.2406,207798.7914,271493.5934,27403.69671,194891.9232,1,2,2,2,1,4
Q8ZM41|Q8ZM41_SALTY,7,3,340.79,0.009241591,1.550533751,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=yggL,2385868.63,1742935.817,2019283.91,3298161.594,3223136.093,3011520.812,3228456.416,2192716.588,1590322.64,3298161.594,2303734.131,2731564.869,6,6,6,8,5,7
P16657|REVERSE_FABI_SALTY-R,2,1,39.5,0.969766431,1.546075095,Condition 2,Condition 1,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Salmonella typhimurium GN=fabI,6265.190142,845.0973767,1862.373419,7200.973423,179.210047,6492.22414,8477.790039,1063.182602,1466.745017,7200.973423,128.0902481,5888.696273,1,0,1,0,0,0
Q8ZL28|Q8ZL28_SALTY,4,2,23.77,0.119254934,1.544199024,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=STM3767,116309.3653,66469.36322,49093.21218,117265.7657,119522.9986,121267.66,157384.9086,83622.39959,38664.2247,117265.7657,85428.97455,109994.4183,1,1,0,0,0,0
P0A1P8|GLRX1_SALTY,10,7,535.13,0.007615652,1.542493112,Condition 2,Condition 1,Glutaredoxin-1 OS=Salmonella typhimurium GN=grxA,3646913.505,3477188.471,4535799.255,6016325.128,6326006.065,5642986.142,4934848.949,4374509.243,3572248.663,6016325.128,4521508.142,5118404.84,9,8,11,8,7,8
Q8ZNW9|Q8ZNW9_SALTY,8,4,85.34,0.041589997,1.542433923,Condition 1,Condition 2,Protease II OS=Salmonella typhimurium GN=ptrB,73417.80393,84012.50935,115042.9124,62022.31132,53527.58806,61101.57445,99345.86385,105692.7175,90604.07374,62022.31132,38258.80385,55421.47128,1,1,1,1,1,1
Q8ZLK9|Q8ZLK9_SALTY,8,5,310.87,0.016619998,1.542131162,Condition 2,Condition 1,Putative inner membrane protein OS=Salmonella typhimurium GN=yhfA,768994.0208,556028.5919,621394.7264,906821.6401,1103476.707,991332.4866,1040570.151,699516.9329,489390.3711,906821.6401,788709.1575,899176.5831,2,6,5,5,6,6
Q7CP70|REVERSE_Q7CP70_SALTY-R,3,1,33.47,0.371817882,1.541563058,Condition 1,Condition 2,Putative cytoplasmic protein OS=Salmonella typhimurium GN=yjiX,24358.18302,17009.64532,26888.19681,23696.35445,133.1015392,20447.69817,32960.46196,21399.14224,21176.2734,23696.35445,95.13422639,18546.84641,1,0,0,0,0,1
Q7CPQ3|Q7CPQ3_SALTY,8,4,458.16,0.027451213,1.540196154,Condition 2,Condition 1,Putative ABC superfamily transport protein OS=Salmonella typhimurium GN=yhbS,707115.7059,747001.2001,1040939.139,1214655.832,1413718.586,1214501.307,956839.0346,939771.7959,819809.9691,1214655.832,1010454.311,1101599.262,3,4,3,4,4,4
Q8ZQL0|Q8ZQL0_SALTY,4,1,80.7,0.75595437,1.539500629,Condition 1,Condition 2,Transcriptional repressor for deoxyribose operon (DeoR family) OS=Salmonella typhimurium GN=deoR,4189.167493,2890.388991,605.1723067,2462.80262,1425.673234,1103.226419,5668.604086,3636.280708,476.6141185,2462.80262,1018.998886,1000.668671,1,1,0,0,0,0
Q7CPN0|Q7CPN0_SALTY,2,1,82.99,0.007579112,1.538867292,Condition 2,Condition 1,Putative periplasmic protein OS=Salmonella typhimurium GN=STM3362,58829.16504,47645.53426,59377.08049,80142.01892,81513.61241,93568.24788,79605.13537,59940.90678,46763.46648,80142.01892,58261.79399,84869.98918,1,1,1,1,1,1
Q7CPL4|REVERSE_RL16_SALTY-R,5,1,64.91,0.078555188,1.536893526,Condition 2,Condition 1,50S ribosomal protein L16 OS=Salmonella typhimurium GN=rplP,85031.3826,56363.23519,47598.70939,81274.38837,100721.1188,108467.114,115060.8668,70908.29138,37487.20268,81274.38837,71990.34491,98383.83209,1,1,1,1,1,0
Q8ZKP1|ZAPB_SALTY,7,6,684.72,0.010993021,1.535367691,Condition 2,Condition 1,Cell division protein zapB OS=Salmonella typhimurium GN=zapB,5188924.442,4638408.746,6362360.127,7786093.395,8529358.843,8541679.81,7021432.861,5835393.192,5010788.878,7786093.395,6096352.905,7747631.162,7,7,7,7,7,7
Q8ZM26|REVERSE_Q8ZM26_SALTY-R,7,2,27.89,0.002959015,1.535106412,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=STM3131,28239.39373,26063.76591,29316.30593,40579.87447,40071.02855,47713.87477,38212.35196,32789.76271,23088.57354,40579.87447,28640.73793,43278.31425,1,1,0,0,0,1
Q8ZPD4|Q8ZPD4_SALTY,18,8,692.27,0.009865859,1.533195963,Condition 1,Condition 2,Putative NADP-dependent oxidoreductase OS=Salmonella typhimurium GN=yncB,1961260.266,2043207.481,2566508.535,1520953.169,1341437.012,1423413.094,2653894.354,2570476.143,2021299.041,1520953.169,958791.1094,1291090.264,7,8,8,7,4,6
P0A1S4|STPA_SALTY,19,13,1319.27,0.030133043,1.532854226,Condition 2,Condition 1,DNA-binding protein stpA OS=Salmonella typhimurium GN=stpA,12097230.2,9478456.32,10701218.72,14738813.79,20166578.95,14570397.87,16369459.72,11924459.98,8427933.45,14738813.79,14414047.34,13215909.64,12,12,11,14,18,15
P14147|PHOQ_SALTY,3,2,43.86,0.01300544,1.532780564,Condition 1,Condition 2,Virulence sensor histidine kinase phoQ OS=Salmonella typhimurium GN=phoQ,104116.1289,112260.5696,141645.3931,79022.47123,81559.57733,72994.82479,140885.5375,141230.452,111555.3264,79022.47123,58294.64739,66209.10545,1,1,1,0,3,0
Q8ZKQ0|LSRF_SALTY,14,8,413.45,0.019096277,1.532423871,Condition 1,Condition 2,Uncharacterized aldolase lsrF OS=Salmonella typhimurium GN=lsrF,348069.6268,323371.7926,292089.9901,232592.4868,169147.3997,227023.0998,470993.0821,406820.8863,230040.6209,232592.4868,120897.9784,205918.6579,6,7,5,2,1,2
Q7CPH9|Q7CPH9_SALTY,13,5,182.92,0.10420924,1.53203645,Condition 2,Condition 1,Putative cytoplasmic protein OS=Salmonella typhimurium GN=yibL,174886.3821,95452.93068,128143.7684,177564.8115,254177.4309,178748.3627,236648.8477,120085.4458,100921.8838,177564.8115,181673.1302,162131.62,2,2,3,3,4,2
Q8ZM75|GCSH_SALTY,6,2,191.62,0.015122438,1.531841774,Condition 2,Condition 1,Glycine cleavage system H protein OS=Salmonella typhimurium GN=gcvH,853380.8929,598396.3642,736934.5655,1054102.906,1151359.166,1147298.128,1154758.893,752818.1023,580385.8082,1054102.906,822933.1095,1040643.401,2,2,2,2,2,2
O68926|BFR_SALTY,4,1,125.17,0.370742898,1.5317561,Condition 1,Condition 2,Bacterioferritin OS=Salmonella typhimurium GN=bfr,18966.85573,12187.86913,13897.21136,11327.19437,0,18084.75719,25665.14614,15333.06193,10944.9938,11327.19437,0,16403.56832,1,0,0,0,0,0
P58630|YHDE_SALTY,3,2,89.64,0.123170836,1.530040547,Condition 1,Condition 2,Maf-like protein yhdE OS=Salmonella typhimurium GN=yhdE,74389.23521,57631.16238,44850.95737,49147.80227,27715.89668,38735.43029,100660.3635,72503.41895,35323.16214,49147.80227,19809.91659,35134.52078,1,1,1,0,1,1
Q8ZMD6|Q8ZMD6_SALTY,6,4,313.76,0.027925413,1.5283836,Condition 2,Condition 1,Putative MFS superfamily D-glucarate permease OS=Salmonella typhimurium GN=STM2963,2182853.98,2512610.742,3010198.696,3541930.017,4617823.68,3617455.896,2953745.585,3161013.274,2370735.049,3541930.017,3300586.049,3281171.227,3,3,3,3,4,3
P69917|CSRA_SALTY,4,3,189,0.04792676,1.527878359,Condition 2,Condition 1,Carbon storage regulator OS=Salmonella typhimurium GN=csrA,586982.8869,382722.8762,457236.7547,606408.2421,754414.9975,819371.3526,794280.3903,481488.0681,360104.8666,606408.2421,539217.5597,743201.2398,1,1,1,1,2,2
P0A1E3|CYSK_SALTY,31,23,2277.44,0.021553939,1.526359128,Condition 2,Condition 1,Cysteine synthase A OS=Salmonella typhimurium GN=cysK,31164626.52,30091900.97,33123711.61,44802800.59,58556913.11,40698425.77,42170653.13,37857395.43,26087163,44802800.59,41853510.2,36915032.96,29,28,27,28,32,28
Q7CP65|Q7CP65_SALTY,6,3,72.53,0.099656392,1.526204282,Condition 1,Condition 2,3-phosphoserine phosphatase OS=Salmonella typhimurium GN=serB,111559.715,75857.37801,80708.00422,71049.39931,41391.11899,63240.48351,150957.883,95433.07877,63563.0115,71049.39931,29584.27159,57361.54382,2,1,1,0,0,0
Q8ZK81|RS18_SALTY,3,2,140.36,0.150272265,1.525615954,Condition 2,Condition 1,30S ribosomal protein S18 OS=Salmonella typhimurium GN=rpsR,1860936.586,1932971.139,2263052.007,2270731.513,4426242.85,2543620.035,2518140.598,2431792.289,1782306.503,2270731.513,3163653.793,2307160.92,1,1,2,2,3,2
Q8ZM72|Q8ZM72_SALTY,7,4,189.77,0.132439848,1.525264672,Condition 1,Condition 2,Proline aminopeptidase P II OS=Salmonella typhimurium GN=pepP,53714.90846,56356.31575,42987.81729,37239.46781,20153.49971,42956.20089,72684.7399,70899.58631,33855.81332,37239.46781,14404.69897,38962.92159,2,1,1,1,1,1
Q8ZKV5|Q8ZKV5_SALTY,2,1,32.7,0.086776431,1.525109633,Condition 1,Condition 2,Putative gntR family regulatory protein OS=Salmonella typhimurium GN=yieP,9043.610696,7341.143918,5499.868443,4274.801147,5922.928645,4151.81111,12237.4311,9235.594271,4331.518348,4274.801147,4233.408855,3765.851899,0,1,0,0,0,0
Q7CQ00|Q7CQ00_SALTY,12,5,452.95,0.023394845,1.524791352,Condition 1,Condition 2,Ribosome associated factor OS=Salmonella typhimurium GN=yfiA,1508072.96,1405056.114,1784211.525,1071232.5,845131.0888,1164281.243,2040660.48,1767643.89,1405187.24,1071232.5,604056.8187,1056047.738,7,7,7,3,4,6
Q8ZP65|TPX_SALTY,11,9,880.68,0.008919781,1.524435304,Condition 2,Condition 1,Probable thiol peroxidase OS=Salmonella typhimurium GN=tpx,36497062.71,31324658.8,42437810.82,55132938.6,54568573.82,58382011.24,49386280.02,39408277.86,33422646.03,55132938.6,39002847.65,52954723.15,11,14,14,17,16,18
Q8ZK12|Q8ZK12_SALTY,31,4,163.07,0.103556732,1.522456047,Condition 2,Condition 1,"Putative type II restriction enzyme, methylase subunit OS=Salmonella typhimurium GN=STM4495",220489.0468,234891.1574,353740.1309,380081.8221,328839.895,522928.4298,298356.4429,295507.0016,278594.276,380081.8221,235038.0709,474316.1402,1,2,1,0,2,1
Q7CPY7|Q7CPY7_SALTY,7,2,394.68,0.062407594,1.52162093,Condition 2,Condition 1,Putative phosphoglucomutase OS=Salmonella typhimurium GN=yqaB,158182.2881,217132.2505,255740.875,270981.6447,371893.7918,317351.6891,214045.575,273165.2439,201413.2345,270981.6447,265810.8118,287850.1525,3,3,3,3,2,3
Q7CPE0|Q7CPE0_SALTY,4,2,179.87,0.005822889,1.518179169,Condition 2,Condition 1,Initiation of chromosome replication OS=Salmonella typhimurium GN=mioC,475319.2755,406268.5794,530253.9546,692528.0515,728421.6078,722479.1663,643181.9192,511109.9587,417610.8496,692528.0515,520638.8038,655316.311,2,2,3,2,2,2
Q8ZMY7|Q8ZMY7_SALTY,6,3,140.03,0.033796914,1.517101938,Condition 2,Condition 1,Gifsy-1 prophage protein OS=Salmonella typhimurium GN=STM2614,61560.41662,44460.50465,41359.59271,74739.74815,67027.55333,81823.96186,83300.94936,55933.95071,32573.47635,74739.74815,47907.89401,74217.47137,0,1,0,0,1,2
Q08698|REVERSE_RIR3_SALTY-R,7,1,47.92,0.00120598,1.517044768,Condition 2,Condition 1,Ribonucleoside-diphosphate reductase 2 subunit alpha OS=Salmonella typhimurium GN=nrdE,86981.01049,93936.32386,95760.4754,140135.7422,149788.0338,129808.8477,117699.0207,118177.4645,75417.85053,140135.7422,107060.886,117741.603,1,1,1,1,1,1
