"","","","","","","","","","Normalized abundance","","","","","","","","","Raw abundance","","","","","","","","","Spectral counts","","","","","","","","",
"YBR009C","10","8","544.5","2.33115000676243E-05","1.77026505317401","Condition 4","Condition 1","HHF1 SGDID:S000000213, Chr II from 255682-255371, reverse complement, Verified ORF, """"One of two identical histone H4 proteins (see also HHF2); core histone required for chromatin assembly and chromosome function; contributes to telomeric silencing; ","965692.644379433","925727.038299797","921011.25080695","1374557.48134479","1361361.66081835","1422109.67526343","1314391.66286794","1642482.42772072","1676683.03629004","1015081.62380646","755442.768752935","610853.58617477","1374557.48134479","1143300.8450653","1839020.42835998","1701925.61362919","2151116.37888522","2117064.07452094","4","5","6","9","8","7","7","8","6",
"YMR315W","10","10","556.2","0.00537777064516387","1.19150344627273","Condition 1","Condition 2","YMR315W SGDID:S000004932, Chr XIII from 902799-903848, Uncharacterized ORF, """"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YMR315W is not an essential gene""""","1240184.36224403","1225870.57853275","1330685.90036734","1048084.23882977","1076257.54858239","1140858.23364173","1088631.81981781","1071958.70567314","1052644.58602217","1303611.83092062","1000375.94848734","882567.12781674","1048084.23882977","903864.270764368","1475316.30930026","1409602.95952961","1403916.34658887","1329121.83643098","7","15","13","6","9","6","9","9","7",
"YGR282C","10","10","813.37","7.21878251526142E-05","1.46877998790611","Condition 1","Condition 3","BGL2 SGDID:S000003514, Chr VII from 1058730-1057789, reverse complement, Verified ORF, """"Endo-beta-1,3-glucanase, major protein of the cell wall, involved in cell wall maintenance""""","2309523.12088671","2315375.50709288","2171294.6954744","1670476.87302971","1708709.69265549","1510195.37547456","1574538.61210407","1636088.28791482","1659053.24113287","2427640.40237124","1889470.23411291","1440094.4073275","1670476.87302971","1435011.20371639","1952929.64714415","2038774.03462907","2142742.14082141","2094803.81115536","17","15","13","12","14","13","15","12","12",
"YOR095C","10","10","502.89","2.16964036345857E-05","1.34623979565463","Condition 1","Condition 4","RKI1 SGDID:S000005621, Chr XV from 504329-503553, reverse complement, Verified ORF, """"Ribose-5-phosphate ketol-isomerase, catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in p","2006234.44267766","1966555.27302407","1915424.49542633","1779866.49714079","1806564.42612763","1521854.34635021","1546587.12293006","1467601.86298434","1448279.95348151","2108840.45525516","1604814.26910409","1270390.47682972","1779866.49714079","1517191.71657517","1968006.6035751","2002581.3557585","1922079.86634538","1828670.88948956","13","11","9","11","11","10","11","12","13",
"YKL145W","10","10","603.21","0.0285185570771197","1.31701303331378","Condition 1","Condition 4","RPT1 SGDID:S000001628, Chr XI from 174218-175621, Verified ORF, """"One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts wit","1237281.34828459","1044675.77355449","1058272.19299463","980571.870285981","868131.689157533","861920.390054252","897149.564099455","851150.624761091","839659.934356541","1300560.34643326","852511.297793092","701890.844084065","980571.870285981","729075.691205474","1114604.05094013","1161664.26304435","1114729.76448385","1060196.73567768","12","9","12","8","12","11","8","8","8",
"YGR253C","10","10","610.33","0.000129146387013446","1.50334040388517","Condition 4","Condition 1","PUP2 SGDID:S000003485, Chr VII from 999145-998363, reverse complement, Verified ORF, """"Alpha subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit zeta""""","1220492.81604727","1267850.51089439","1267326.59467968","1293745.22629542","1413015.43683391","1665735.81625323","1722085.86210359","1878909.34564719","1885124.21223923","1282913.18854718","1034633.81827323","840544.558534401","1293745.22629542","1186680.79873162","2154068.87923264","2229823.97133272","2460758.54429136","2380252.35501392","8","9","11","10","10","15","16","18","17",
"YDR071C","10","10","635.01","0.0537693302333152","1.06669460281796","Condition 1","Condition 2","PAA1 SGDID:S000002478, Chr IV from 589400-588825, reverse complement, Verified ORF, """"Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involv","1039023.64121731","1037988.67062358","998835.71968633","943901.324020421","978453.348942543","990768.804949623","967215.939301861","971854.133072837","977800.497471547","1092163.03037902","847054.264192409","662470.063026127","943901.324020421","821726.197306393","1281226.12747618","1252388.9396989","1272811.9998467","1234619.9373652","9","7","6","8","8","10","9","10","12",
"YGR178C","10","10","666.6","0.000235867568675885","1.67974409163738","Condition 1","Condition 4","PBP1 SGDID:S000003410, Chr VII from 853220-851052, reverse complement, Verified ORF, """"Protein interacting with poly(A)-binding protein Pab1p; likely involved in controlling the extent of mRNA polyadenylation; forms a complex with Mkt1p that may regu","1302367.31597682","1156529.3086417","1209674.63715057","1104645.65278283","1094826.99821504","739904.311347183","812755.204351688","743161.639426174","712842.39516977","1368975.04354893","943789.76406354","802307.343760096","1104645.65278283","919459.294532443","956817.302678883","1052387.15291177","973299.408108286","900070.551765468","7","10","9","6","8","9","9","8","9",
"YMR120C","10","6","585.43","0.0612843535591058","1.36749097536496","Condition 1","Condition 3","ADE17 SGDID:S000004727, Chr XIII from 509279-507501, reverse complement, Verified ORF, """"Enzyme of 'de novo' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase act","336288.803852261","398968.020843201","432651.174937805","352168.712498025","404634.695884119","285089.94864677","284277.854955042","354286.291578125","376339.447518266","353487.817339282","325579.240791343","286952.544327694","352168.712498025","339820.933012731","368667.9365179","368094.059330746","463999.511815658","475185.056997353","6","6","5","6","5","3","6","3","1",
"YPR110C","10","10","473.71","4.4692054082307E-05","1.42008137236116","Condition 1","Condition 4","RPC40 SGDID:S000006314, Chr XVI from 746833-745826, reverse complement, Verified ORF, """"RNA polymerase subunit, common to RNA polymerase I and III""""","1395539.02434798","1380447.30447204","1374896.15944785","1280944.34865242","1209379.07990688","1096000.56045717","1124097.51280815","965611.577795441","983047.876540951","1466911.88668083","1126518.82321942","911889.240094286","1280944.34865242","1015662.60006959","1417308.00038427","1455525.32271142","1264636.28808464","1241245.54129438","8","10","16","9","8","14","5","7","8",
"YBR149W","10","9","611.3","6.06982200490602E-06","1.47099164240213","Condition 1","Condition 3","ARA1 SGDID:S000000353, Chr II from 539981-541015, Verified ORF, """"NADP+ dependent arabinose dehydrogenase, involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product""""","1476690.01831317","1459768.80151689","1433350.60680354","1127850.47787618","1111504.79776716","1004003.61842349","976433.38777535","1077286.28729873","1046022.45657305","1552213.23303273","1191249.4067176","950658.700037147","1127850.47787618","933465.669818721","1298340.90615137","1264324.05165412","1410893.74123324","1320760.40373911","8","8","10","9","8","9","8","9","7",
"YPL237W","10","10","404.41","0.000408265387790041","1.95013355390053","Condition 2","Condition 4","SUI3 SGDID:S000006158, Chr XVI from 100496-101353, Verified ORF, """"Beta subunit of the translation initiation factor eIF2, involved in the identification of the start codon; proposed to be involved in mRNA binding""""","729363.287246661","622717.848885169","642989.090312761","823903.383218693","788287.373554279","508948.813161801","476666.452542486","426440.971849857","400266.898259024","766665.537189552","508171.06603873","426457.539302233","823903.383218693","662020.715198594","658154.065522933","617206.322634237","558498.61386154","505397.056082292","7","6","7","8","8","8","9","4","2",
"YNL112W","10","8","468","0.000316340658876757","1.91034481515579","Condition 1","Condition 4","DBP2 SGDID:S000005056, Chr XIV from 413641-414913,415916-416283, Verified ORF, """"Essential ATP-dependent RNA helicase of the DEAD-box protein family, involved in nonsense-mediated mRNA decay and rRNA processing""""","1005971.40771867","914339.16687062","927163.221997781","704006.439321915","717171.421358325","718497.005338615","683810.906939652","530197.734230086","463505.522549016","1057420.38731809","746149.656672661","614933.833468894","704006.439321915","602296.006781008","929134.154360089","885425.045119547","694386.13826321","585245.31404684","8","9","6","9","7","3","7","3","3",
"YDL143W","10","10","456.37","0.00359116152942163","1.48317136057903","Condition 1","Condition 4","CCT4 SGDID:S000002302, Chr IV from 199997-201583, Verified ORF, """"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo""""","536183.123668694","501404.705613965","447448.105038532","488466.283681071","487112.327145532","374068.001879863","391000.327104627","319546.538784007","347958.230069958","563605.448378445","409173.053614639","296766.493732207","488466.283681071","409087.424228205","483731.113724011","506282.480660878","418501.764033021","439349.508744937","9","6","8","7","4","8","4","3","5",
"YER024W","10","10","361.51","0.0023950550202666","1.13503941045071","Condition 4","Condition 3","YAT2 SGDID:S000000826, Chr V from 202191-204962, Verified ORF, """"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane""""","714187.610841271","716754.215639301","722965.811541084","714259.007020931","717095.832097675","655041.358722838","679076.117912154","745786.616615479","768489.297536285","750713.722357365","584909.770133059","479501.480871912","714259.007020931","602232.5252918","847075.623677785","879294.255531726","976737.272240537","970333.120962323","3","3","3","3","4","3","4","8","9",
"YKL029C","10","10","426.99","5.7815539455941E-07","1.69649627485089","Condition 1","Condition 3","MAE1 SGDID:S000001512, Chr XI from 384368-382359, reverse complement, Verified ORF, """"Mitochondrial malic enzyme, catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synth","909589.64010058","934811.660796601","934230.306321015","822251.091199561","810255.451944814","546426.1679269","545483.728333621","640212.4701814","622797.872228381","956109.31101599","762856.306532565","619621.022467796","822251.091199561","680469.980600458","706618.415504338","706313.616630276","838469.567363886","786375.822051738","11","9","9","10","10","9","6","8","2",
"YKL172W","10","9","412.57","2.88222945058481E-05","2.47452124138206","Condition 1","Condition 4","EBP2 SGDID:S000001655, Chr XI from 125764-127047, Verified ORF, """"Essential protein required for the maturation of 25S rRNA and 60S ribosomal subunit assembly, localizes to the nucleolus; constituent of 66S pre-ribosomal particles""""","341864.017330191","339757.968880318","345195.826303852","317746.829083472","325692.390016103","192405.56410874","224233.043155409","142385.938170631","134251.496535962","359348.167196126","277260.671988387","228948.460993849","317746.829083472","273523.484209852","248811.866680082","290345.694019024","186479.147997231","169512.671217717","5","3","6","3","4","6","8","8","1",
"YML056C","10","4","507.95","0.000522210467268303","1.59813137944732","Condition 2","Condition 4","IMD4 SGDID:S000004520, Chr XIII from 164176-163717,163308-162194, reverse complement, Verified ORF, """"Inosine monophosphate dehydrogenase, catalyzes the first step of GMP biosynthesis, member of a four-gene family in S. cerevisiae, constitutively exp","524165.326305532","510566.388465425","534158.872450704","517666.976236412","556073.914167097","494383.392235244","526888.939359311","354644.986990552","317227.741504926","550973.017829267","416649.476764659","354276.739331578","517666.976236412","467002.850369561","639318.593760433","682236.358283737","464469.285838004","400547.652982467","6","9","6","5","3","2","2","0","0",
"YKL150W","10","9","633.82","0.141998115536104","1.25068107320032","Condition 1","Condition 3","MCR1 SGDID:S000001633, Chr XI from 166549-167457, Verified ORF, """"Mitochondrial NADH-cytochrome b5 reductase, involved in ergosterol biosynthesis""""","677832.146825146","629177.725250774","830172.543696138","586281.927656494","601494.266635353","563847.422928823","575362.490542994","672889.893865394","664044.274851337","712498.909743317","513442.670610632","550605.516508409","586281.927656494","505147.840679413","729146.947862625","745001.803830667","881266.336522602","838455.598196848","11","14","8","10","10","6","9","9","13",
"YHR072W-A","10","9","489.77","0.000693074975687158","1.87989694812738","Condition 1","Condition 4","NOP10 SGDID:S000007455, Chr VIII from 241666-241842, Verified ORF, """"Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA""""","2002361.7953126","1694126.03394207","1710578.99959943","1587651.19604117","1489220.43566694","1307263.01237715","1294813.67256233","929139.795989169","988364.896396663","2104769.74683811","1382497.44119838","1134528.28662522","1587651.19604117","1250679.39812777","1690504.90747535","1676575.26783363","1216870.14709799","1247959.07717231","7","9","10","8","7","11","7","10","10",
"YMR107W","10","10","577.5","0.000108819965755957","4.42563847749867","Condition 4","Condition 2","SPG4 SGDID:S000004713, Chr XIII from 483013-483360, Verified ORF, """"Protein required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources""""","430119.951442186","340351.155361337","332941.904873612","243264.401558915","231293.583966949","380929.806704363","412593.752287973","1091276.33264358","1008945.74790394","452117.82577267","277744.743878985","220821.142414616","243264.401558915","194245.333637965","492604.54976567","534242.490179908","1429216.1385842","1273945.49225856","3","3","1","3","0","5","5","14","16",
"YOR046C","10","9","449.96","0.000207445763808822","1.69891227023827","Condition 1","Condition 4","DBP5 SGDID:S000005572, Chr XV from 415908-414460, reverse complement, Verified ORF, """"Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family involved in mRNA export from the nucleus; involved in translation termination""""","1009032.62410591","961656.00030064","937158.075768517","799896.905991043","805882.658365554","605887.540747341","632049.731675981","605439.152674346","535622.984990654","1060638.16527185","784762.723134073","621562.842901513","799896.905991043","676797.614367183","783511.696815336","818402.655628293","792927.860752509","676304.438267857","10","11","7","13","5","6","8","6","4",
"YLR388W","9","7","502.74","2.91113108102925E-05","1.77836853792867","Condition 1","Condition 4","RPS29A SGDID:S000004380, Chr XII from 898651-898821, Verified ORF, """"Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Bp and has similarity to rat S29 and E. coli S14 ribosomal proteins""""","7422451.94009399","6985192.34264521","6814086.43760638","5876443.79123478","5653928.14715486","5184599.04951253","5084102.04938061","3967462.37360072","3988043.01152539","7802062.70786882","5700290.50171349","4519390.10871995","5876443.79123478","4748290.63769495","6704534.62961156","6583093.71901036","5196081.94914248","5035503.07637524","10","9","9","10","10","12","10","7","11",
"YDR225W","9","9","619.51","0.0184235565675354","1.89367903037539","Condition 4","Condition 1","HTA1 SGDID:S000002633, Chr IV from 915526-915924, Verified ORF, """"One of two nearly identical (see also HTA2) histone H2A subtypes; core histone required for chromatin assembly and chromosome function; DNA damage-dependent phosphorylation by Mec1p fa","5621791.78630546","5545692.42038655","5629706.96647649","6475938.94881592","6399006.24873982","9886697.00875078","10087921.6343716","8029205.44740289","13176453.6818209","5909310.34668062","4525581.58439813","3733859.58811275","6475938.94881592","5374023.27561106","12785116.4255178","13062234.5704471","10515640.8713066","16637251.1175969","16","15","17","19","12","20","16","16","18",
"YDL226C","9","9","442.01","0.00144275503419322","1.50591030325242","Condition 1","Condition 4","GCS1 SGDID:S000002385, Chr IV from 52174-51116, reverse complement, Verified ORF, """"ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport; shares functional similarity with Glo3p""""","1068467.3919937","988713.394478361","964403.228342956","873172.671156073","870866.973155355","704669.334440369","789945.410215395","651255.837859461","686399.757470084","1123112.63999135","806843.00374292","639632.979549021","873172.671156073","731372.841622009","911252.714059923","1022852.14140884","852932.777861239","866682.751508691","12","8","8","10","8","11","10","10","9",
"YML081C-A","9","9","587.86","0.00562823341982166","1.27181127340615","Condition 1","Condition 2","ATP18 SGDID:S000007247, Chr XIII from 104162-103983, reverse complement, Verified ORF, """"Subunit of the mitochondrial F1F0 ATP synthase, which is a large enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to","5175907.98937805","4599669.4528998","4610249.71325404","3806518.56396218","3734341.96901291","3969912.29606022","3884883.81963126","3965482.2509024","3973721.07563981","5440622.45592329","3753576.25205456","3057712.45251892","3806518.56396218","3136180.81940751","5133745.96786979","5030299.1607368","5193488.63411112","5017419.48198996","15","13","13","15","12","17","20","16","14",
"YBR020W","9","9","916.98","5.72049024438748E-06","1.54263136284606","Condition 1","Condition 4","GAL1 SGDID:S000000224, Chr II from 279021-280607, Verified ORF, """"Galactokinase, phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p""""","7862716.00468341","7703150.44936025","7457979.69874637","7559866.3790628","7488752.98163582","6281474.06312212","6353516.90814342","5006423.92861872","4943607.64613699","8264843.45305534","6286182.71134536","4946447.33232771","7559866.3790628","6289216.05390497","8122973.44095853","8226781.61165563","6556782.78850104","6242046.89833409","18","19","19","18","20","18","19","16","19",
"YBR010W","9","7","281.17","0.02148656832729","1.26486858940114","Condition 2","Condition 1","HHT1 SGDID:S000000214, Chr II from 256329-256739, Verified ORF, """"One of two identical histone H3 proteins (see also HHT2); core histone required for chromatin assembly, involved in heterochromatin-mediated telomeric and HM silencing; regulated by ac","580253.616463542","526799.007953486","515704.423040774","688073.398468031","680309.546571113","548593.026057614","587446.028752205","626294.897306461","574218.868293876","609929.86396607","429896.162345643","342036.968543696","688073.398468031","571338.610368377","709420.517506072","760648.040612671","820242.085315779","725037.535816485","3","1","3","3","2","4","6","4","5",
"YDR032C","9","9","736.26","0.000844154469936353","1.40552483364105","Condition 4","Condition 2","PST2 SGDID:S000002439, Chr IV from 504692-504096, reverse complement, Verified ORF, """"Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged prote","2480754.19589144","2476276.71779391","2470749.5637821","2037485.37742024","2196732.64659548","2365952.14364478","2373664.08533105","2864869.33408976","3086429.24971487","2607628.84763234","2020774.22662774","1638705.53183112","2037485.37742024","1844863.39194053","3059563.12678828","3073512.87983824","3752044.61485683","3897080.33164096","17","16","13","21","14","18","19","20","18",
"YHR008C","9","9","364.52","0.00019399016898114","1.55145327876686","Condition 4","Condition 2","SOD2 SGDID:S000001050, Chr VIII from 123585-122884, reverse complement, Verified ORF, """"Mitochondrial superoxide dismutase; protects cells against oxygen toxicity""""","1081861.12399274","1076991.21486661","990822.486309397","1040585.79324558","992716.862293822","1246180.80597252","1291452.2459237","1569023.01004204","1585551.06161995","1137191.37540012","878882.426050442","657155.347987775","1040585.79324558","833705.003039996","1611515.62321595","1672222.76145655","2054908.4963015","2001996.27372712","9","11","10","10","8","11","13","12","14",
"YNL079C","9","8","732.81","0.00410060018363145","1.37079846904781","Condition 1","Condition 4","TPM1 SGDID:S000005023, Chr XIV from 479166-478567, reverse complement, Verified ORF, """"Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; ac","1608990.6181018","1538574.56162353","1495377.45275993","1193216.76780417","1068983.21175619","1175582.06852086","1253396.02766329","1188064.83280674","1069958.61718556","1691280.15918738","1255559.12129392","991797.52571205","1193216.76780417","897755.126016099","1520219.90766857","1622946.08507081","1555977.51178052","1350983.40034486","17","18","16","24","18","11","13","13","13",
"YFR049W","9","8","484.95","0.0071484379397021","1.2809052867484","Condition 3","Condition 2","YMR31 SGDID:S000001945, Chr VI from 248510-248881, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit, has similarity to human mitochondrial ribosomal protein MRP-S36""""","1713352.26187402","1623383.96350287","1574675.21507218","1375469.22473092","1492177.07305559","1878147.49694241","1795035.8064168","1726331.71676607","1756360.92114769","1800979.23108151","1324768.12861608","1044391.1530338","1375469.22473092","1253162.44588964","2428751.92710469","2324282.40579096","2260931.60489871","2217669.36718208","7","4","6","6","9","5","7","9","6",
"YLL018C","9","9","582.53","0.0544813314268421","1.12973286728726","Condition 1","Condition 2","DPS1 SGDID:S000003941, Chr XII from 111574-109901, reverse complement, Verified ORF, """"Cytoplasmic aspartyl-tRNA synthetase, homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its","2108477.19048755","2114000.25367589","2031401.29485102","1918177.69371945","1772298.71305059","1875421.06034967","1902157.59651523","2044581.87903934","1898297.31039976","2216312.2632609","1725137.2582942","1347311.19172823","1918177.69371945","1488414.63268536","2425226.19861982","2462987.87958294","2677735.5384415","2396885.36928208","15","15","14","13","15","11","12","9","11",
"YLL050C","9","9","696.07","0.0986541447731125","1.14912412778299","Condition 3","Condition 4","COF1 SGDID:S000003973, Chr XII from 40413-40400,40220-39803, reverse complement, Verified ORF, """"Cofilin, promotes actin filament depolarization in a pH-dependent manner; binds both actin monomers and filaments and severs filaments , thought to be re","1684199.78747181","1584327.77625872","1473235.6716226","1507359.42881926","1447624.16691258","1673110.22673163","1607317.60587974","1401862.65084604","1452857.52541578","1770335.79476003","1292896.19120043","977112.160685096","1507359.42881926","1215745.95568762","2163605.19823306","2081217.5548307","1835982.93551737","1834450.76134418","13","12","11","14","15","8","11","10","5",
"YJL153C","9","9","349.52","0.00116464907429248","1.33438039608231","Condition 1","Condition 3","INO1 SGDID:S000003689, Chr X from 135930-134329, reverse complement, Verified ORF, """"Inositol 1-phosphate synthase, involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholip","1059082.67196527","1010322.07119792","1094961.98685162","1001597.1127468","1007146.88646971","763544.043192445","817397.812820667","859691.734075211","811945.079969271","1113247.95177935","824476.839522518","726225.065988431","1001597.1127468","845823.648150573","987387.342768327","1058398.58351547","1125915.83249247","1025202.57083917","4","5","7","5","8","5","9","5","6",
"YKL035W","9","9","511.12","0.276276899207566","1.27393332441422","Condition 1","Condition 2","UGP1 SGDID:S000001518, Chr XI from 369534-371033, Verified ORF, """"UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression mod","949849.363490017","1024998.83858724","1263563.73429244","891026.241464474","803678.849876049","786208.5369925","937153.900252589","977531.918397755","747751.362370418","998428.060806623","836453.866587959","838048.870496056","891026.241464474","674946.80852996","1016696.24054305","1213463.43849461","1280248.04713835","944148.364172188","7","9","11","9","11","11","15","11","12",
"YNR043W","9","9","653.53","0.000270989506610753","1.59887625963962","Condition 1","Condition 3","MVD1 SGDID:S000005326, Chr XIV from 701897-703087, Verified ORF, """"Mevalonate pyrophosphate decarboxylase, essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer""""","2424717.34777009","2259346.9819988","2203474.26854526","2041617.56331216","1907226.82484995","1446119.69277241","1425705.04738043","1731898.85556608","1652007.16545312","2548726.07446213","1843747.96137477","1461437.26019133","2041617.56331216","1601730.16718524","1870069.30838123","1846058.52742765","2268222.74132374","2085907.082695","8","7","8","10","9","10","11","15","13",
"YDR129C","9","9","477.91","0.0653989314966346","1.200499814273","Condition 1","Condition 3","SAC6 SGDID:S000002536, Chr IV from 715376-715356,715244-713337, reverse complement, Verified ORF, """"Fimbrin, actin-bundling protein; cooperates with Scp1p (calponin/transgelin) in the organization and maintenance of the actin cytoskeleton""""","2714222.53269841","2495715.14365598","2367526.05828617","2301535.39244475","2086327.59556627","2058618.98811909","2149330.4257003","2489261.22063077","2324355.91280792","2853037.5911003","2036637.02164819","1570243.3404578","2301535.39244475","1752142.85207657","2662131.08539571","2783036.90368082","3260120.4692664","2934848.32428085","11","14","17","16","15","19","23","14","11",
"YNL113W","9","9","844.69","0.196550612205952","1.12116830473284","Condition 1","Condition 2","RPC19 SGDID:S000005057, Chr XIV from 412773-413201, Verified ORF, """"RNA polymerase subunit, common to RNA polymerases I and III""""","1620131.96926353","1471300.03987072","1424070.08210847","1323629.63566322","1361368.42822022","1434116.82761012","1531507.05627383","1472334.86415047","1420266.04857807","1702991.31893833","1200659.51387528","944503.463837156","1323629.63566322","1143306.52847515","1854547.64038595","1983055.09701651","1928278.55447617","1793299.12847422","14","9","12","12","10","12","17","15","16",
"YMR145C","9","9","457.72","0.00101759173896343","1.89296589613455","Condition 1","Condition 4","NDE1 SGDID:S000004753, Chr XIII from 556474-554792, reverse complement, Verified ORF, """"Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytoso","892190.859790549","950002.679717764","938845.367526187","918722.885618164","860267.469950498","631043.123983801","577082.349290685","435819.598158003","543609.530390447","937820.694785815","775252.990348843","622681.926105103","918722.885618164","722471.150528328","816041.980705422","747228.744047354","570781.556024211","686388.65095414","8","7","7","10","6","7","5","3","6",
"YBR263W","9","8","467.38","0.000227136181661591","1.48664673250221","Condition 1","Condition 4","SHM1 SGDID:S000000467, Chr II from 736259-737731, Verified ORF, """"Mitochondrial serine hydroxymethyltransferase, involved in one-carbon metabolism""""","1277273.60506265","1177633.68385513","1188029.65239506","951654.460918424","950959.650811661","871640.671996671","876730.712024204","789274.47833783","844351.435906249","1342597.95041237","961012.062845387","787951.475089639","951654.460918424","798636.397430501","1127173.96546393","1135225.13661841","1033692.19002523","1066120.46077746","13","9","9","5","3","6","6","9","13",
"YJR144W","9","9","541.92","0.0549077385834412","1.37245008327753","Condition 1","Condition 4","MGM101 SGDID:S000003905, Chr X from 700876-701685, Verified ORF, """"Protein involved in mitochondrial genome maintenance; component of the mitochondrial nucleoid, required for the repair of oxidative mtDNA damage""""","1006131.24295761","928232.521267399","849724.49847885","845464.269970607","761523.612324512","747975.556136446","811016.170776748","739144.932269173","613223.991320492","1057588.39710344","757487.376841281","563573.199243319","845464.269970607","639543.932054338","967254.742426278","1050135.38438055","968038.83155125","774287.359960131","9","9","8","12","7","8","7","8","7",
"YGR132C","9","9","632.09","0.0177670856847139","1.32789667013403","Condition 4","Condition 2","PHB1 SGDID:S000003364, Chr VII from 756457-755594, reverse complement, Verified ORF, """"Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determina","1099161.14939194","1238001.60139122","1272295.25793626","1020105.89588236","1069899.04778142","1291794.24785372","1335269.82458916","1441082.92094015","1334227.68431463","1155376.18603975","1010275.51187575","843839.98599646","1020105.89588236","898524.264836242","1670501.26467979","1728959.47210735","1887348.69989928","1684662.77558566","11","11","15","10","10","12","16","11","10",
"YGR119C","9","9","479.15","0.000101547789246759","2.0303291489278","Condition 1","Condition 4","NUP57 SGDID:S000003351, Chr VII from 729676-728051, reverse complement, Verified ORF, """"Nucleoporin, essential subunit of the nuclear pore complex (NPC), functions as the organizing center of an NPC subcomplex containing Nsp1p, Nup49p, Nup57p, and Ni","964214.603792091","879613.550604971","942407.134246081","774777.114959165","712480.893401387","597329.247489867","625582.96589913","476137.23870192","438734.22113487","1013527.99093146","717811.696763276","625044.240324455","774777.114959165","598356.800373692","772444.423730736","810029.234962379","623584.51785095","553967.826788989","15","14","10","11","12","6","11","6","10",
"YNL098C","9","9","701.62","0.00104656051171059","1.5961357381627","Condition 1","Condition 4","RAS2 SGDID:S000005042, Chr XIV from 440572-439604, reverse complement, Verified ORF, """"GTP-binding protein that regulates the nitrogen starvation response, sporulation, and filamentous growth; farnesylation and palmitoylation required for activity an","778913.578593653","685442.434878222","737786.87912461","670116.349884635","651595.422849854","493056.806844536","557417.206692621","462444.866406286","457336.093714879","818750.007847305","559357.682558542","489331.439275138","670116.349884635","547223.870794993","637603.101857164","721765.550062779","605651.975125482","577455.483850929","8","6","12","7","10","10","15","12","9",
"YKR066C","9","9","490.94","0.0159977095567565","1.21712857669103","Condition 1","Condition 3","CCP1 SGDID:S000001774, Chr XI from 566840-565755, reverse complement, Verified ORF, """"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress""""","861733.357979742","823586.547907729","794128.111021696","777272.734189761","749995.240215845","670854.845114956","687231.207798189","824060.175484166","754035.347479714","905805.487281496","672090.666382368","526699.325415166","777272.734189761","629862.15684837","867525.048236626","889853.784133883","1079250.10992716","952082.838865241","13","7","8","12","11","7","6","7","4",
