,,,,,,,,,Normalized abundance,,,,,,,,,,Raw abundance,,,,,,,,,,Spectral counts,,,,,,,,,
,,,,,,,,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,,Condition 1,,Condition 2,,Condition 3,,Condition 4,,Condition 5,
Accession,Peptide count,Peptides used for quantitation,Confidence score,Anova (p)*,Max fold change,Highest mean condition,Lowest mean condition,Description,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver,Neil left,Neil left,Neil right,Neil right,Neil mouse2,Neil mix,Neil mouse1,Neil mouse3,Neil liver,Neil liver
sp|Q8BFZ3|ACTBL_MOUSE,20,2,1614.14,0.83179816,1.569934979,Condition 2,Condition 3,Beta-actin-like protein 2 OS=Mus musculus GN=Actbl2 PE=2 SV=1,249841.6704,140785.5359,192519.9553,368842.4403,109527.1099,248043.3647,248469.0503,217625.6516,219480.2405,178397.2442,125172.7521,27354.28945,55322.89158,39082.64694,38007.39396,113461.0866,419021.6859,394903.4945,156301.2284,121233.7589,2,1,0,1,0,0,1,2,0,1
tr|E1W9N1|E1W9N1_SALTS,20,17,1607.21,3.00E-05,5.080831222,Condition 1,Condition 3,Succinyl-CoA ligase [ADP-forming] subunit beta OS=Salmonella typhimurium (strain SL1344) GN=sucC,13704532.67,15663161.41,9504046.209,7973195.632,3377683.701,2402412.666,7832707.664,9050404.132,5672099.663,5777685.263,6866084.703,3043314.415,2731100.353,844842.0134,1172102.096,1098922.166,13209187.89,16422862.8,4039343.783,3926352.702,36,30,36,32,19,13,41,46,35,40
sp|Q9QYJ0|DNJA2_MOUSE,20,20,913.98,0.011148463,3.627885838,Condition 5,Condition 3,DnaJ homolog subfamily A member 2 OS=Mus musculus GN=Dnaja2 PE=1 SV=1,2341015.217,1856817.11,1717918.936,1842766.956,908140.5264,2042135.722,3069499.74,4278930.876,5198222.9,5505042.52,1172868.069,360775.0778,493664.373,195260.0962,315137.0907,934122.7017,5176447.346,7764547.712,3701875.954,3741072.348,6,7,4,5,2,8,14,14,17,17
sp|Q9DC51|GNAI3_MOUSE,20,9,1295.19,0.057785668,2.740643835,Condition 4,Condition 5,Guanine nucleotide-binding protein G(k) subunit alpha OS=Mus musculus GN=Gnai3 PE=1 SV=3,966733.6053,902795.931,623769.0088,1307660.746,1112768.269,1978087.419,1941688.039,2694342.519,823184.8682,868399.605,484341.5662,175411.068,179247.4198,138560.0942,386145.6953,904825.4451,3274489.901,4889153.774,586225.0096,590139.9921,2,3,4,3,8,8,4,7,6,7
sp|P62908|RS3_MOUSE,20,19,859.07,0.012764878,2.510866998,Condition 7,Condition 2,40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1,4127079.001,5152545.764,2948952.575,5413794.274,5313982.515,8309502.144,3629061.869,4742943.146,4599079.414,4842873.401,2067700.86,1001127.192,847416.4839,573647.138,1844024.07,3800969.01,6120100.756,8606544.35,3275200.357,3291080.804,20,18,13,12,16,31,22,22,27,23
sp|Q9ERD7|TBB3_MOUSE,20,0,1282.15,,1,-,-,Tubulin beta-3 chain OS=Mus musculus GN=Tubb3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|P70290|EM55_MOUSE,20,20,929.21,0.000783973,3.498909675,Condition 3,Condition 6,55 kDa erythrocyte membrane protein OS=Mus musculus GN=Mpp1 PE=1 SV=1,3284049.61,3313897.601,3181113.667,2517341.883,5481716.295,5243526.63,1717713.917,2460285.373,1653605.915,1888249.682,1645336.133,643882.2966,914130.726,266738.2419,1902229.969,2398517.008,2896776.804,4464433.691,1177603.21,1283201.473,10,13,12,12,14,12,7,8,3,6
tr|E1WIC2|E1WIC2_SALTS,20,18,1309.13,0.000273517,3.011439773,Condition 5,Condition 7,N-acetylneuraminate lyase OS=Salmonella typhimurium (strain SL1344) GN=nanA,11984546.63,12392777.19,18017284.67,14809087.99,8718200.425,5815951.002,17931694.1,21783645.04,21387582.97,20520672.71,6004357.409,2407886.664,5177480.353,1569175.058,3025333.898,2660357.882,30240260.04,39528600.99,15231008.88,13945273.08,11,10,17,17,13,11,21,23,27,23
sp|P14148|RL7_MOUSE,19,17,940.77,0.009326208,2.631865155,Condition 7,Condition 4,60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=2 SV=2,5222043.215,5457746.125,5192751.826,4782912.863,3307264.371,7159322.854,3822049.158,5254836.616,5105825.3,5187338.177,2616287.027,1060426.884,1492198.8,506798.7693,1147665.633,3274848.941,6445557.223,9535426.209,3636075.688,3525169.396,9,10,10,11,5,16,13,11,16,16
tr|E1W830|E1W830_SALTS,19,18,1209.87,2.54E-06,5.971761326,Condition 2,Condition 3,Aconitate hydratase 2 OS=Salmonella typhimurium (strain SL1344) GN=acnB,1826077.858,1907370.139,1952786.746,1846551.341,341918.218,294299.1189,1572966.456,2112822.031,901959.8111,796046.531,914880.1749,370597.4092,561156.4227,195661.0906,118650.2632,134619.5971,2652672.658,3833926.731,642324.002,540970.8743,20,17,19,20,7,1,19,20,4,6
tr|E1WFY6|E1WFY6_SALTS,19,16,886.03,1.83E-05,4.706678774,Condition 2,Condition 3,Periplasmic oligopeptide-binding protein (OppA) OS=Salmonella typhimurium (strain SL1344) GN=oppA,2209416.461,2394486.341,3509207.894,3241975.494,766263.2616,668120.4538,1928337.033,2624013.264,1947581.145,1949826.378,1106935.999,465242.9103,1008412.492,343520.6196,265903.7538,305614.5959,3251974.577,4761534.313,1386955.494,1325047.267,18,16,19,13,6,5,10,20,13,12
tr|E1WG09|E1WG09_SALTS,19,15,1169.7,1.46E-07,3.397057845,Condition 4,Condition 3,2-dehydro-3-deoxyphosphooctonate aldolase OS=Salmonella typhimurium (strain SL1344) GN=kdsA,4653751.83,4537265.263,5030119.612,4845465.89,1865812.346,1638354.777,5809660.071,6094198.344,3762375.034,3665103.258,2331568.322,881579.6771,1445464.505,513426.9053,647462.2125,749423.4464,9797492.1,11058531.95,2679347.526,2490701.28,27,23,22,20,10,13,26,25,22,20
tr|E1WI71|E1WI71_SALTS,19,16,1307.99,0.000513322,2.802162675,Condition 2,Condition 3,Transcription termination/antitermination L factor OS=Salmonella typhimurium (strain SL1344) GN=nusA,2643908.072,2955063.663,3694478.975,2971851.775,1244704.116,1134290.798,2640410.55,3186675.82,2484410.195,2896268.654,1324619.905,574161.7294,1061652.333,314898.2357,431929.2251,518852.2844,4452825.327,5782541.752,1769254.327,1968222.867,21,20,20,18,10,8,28,23,23,26
sp|Q61656|DDX5_MOUSE,19,12,887.5,0.578177225,3.107576438,Condition 2,Condition 4,Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=1,1711106.96,1488427.436,6320837.066,1498103.689,1262000.021,3528444.056,920966.6563,1595122.943,1831636.809,1897956.61,857278.8001,289197.8544,1816367.468,158739.4811,437931.1388,1613996.396,1553131.066,2894509.998,1304386.594,1289798.029,9,7,3,6,6,21,8,10,13,12
tr|E1WCV7|E1WCV7_SALTS,19,16,1497.26,0.011033158,2.988184705,Condition 4,Condition 3,Transaldolase 2 OS=Salmonella typhimurium (strain SL1344) GN=tal,5142533.696,3514314.204,3175541.38,2453237.954,2238262.361,1154636.934,4648458.866,5490150.915,2559085.345,2130048.016,2576452.097,682822.7583,912529.4632,259945.7718,776707.424,528159.1035,7839226.128,9962427.522,1822433.683,1447520.833,17,14,20,10,9,9,22,21,15,16
tr|A5A6M9|A5A6M9_CON-PANTR,19,12,1074.87,0.469116414,54.79318036,Condition 3,Condition 6,"Keratin, hair, acidic, 2 OS=Pan troglodytes verus GN=krtha2 PE=2 SV=1",255247.2756,111603.9045,257360.3915,173196.3914,10561619.5,151716.1106,197352.4589,304451.9747,217824.3957,254218.5307,127881.0052,21684.36897,73955.55964,18351.93751,3665025.341,69398.65042,332817.9504,552458.5351,155122.0308,172759.7765,0,0,0,0,17,0,0,0,0,0
tr|E1WIJ2|E1WIJ2_SALTS,19,17,1432.67,0.002491508,2.804913423,Condition 4,Condition 3,DNA-directed RNA polymerase alpha chain OS=Salmonella typhimurium (strain SL1344) GN=pez,12527117.26,12436096.22,12708970.35,13799240.23,7076322.335,4099231.602,14381496.14,16964965.11,12035186.41,12362204.14,6276189.799,2416303.446,3652073.301,1462171.31,2455579.912,1875088.545,24253156.48,30784624.68,8570768.904,8401006.876,24,29,27,30,19,15,30,38,29,28
tr|E1W9N0|E1W9N0_SALTS,19,18,1027.53,5.21E-05,3.528520114,Condition 2,Condition 3,Dihydrolipoamide succinyltransferase component (E2) OS=Salmonella typhimurium (strain SL1344) GN=sucB,6376564.322,4825384.32,7832226.824,6899609.044,2079679.319,2095395.612,6203474.142,7750997.366,4667136.964,4585066.35,3194711.691,937560.5138,2250683.233,731084.4818,721676.9553,958485.0747,10461625.66,14064959.36,3323667.037,3115882.371,20,12,12,22,9,11,24,27,17,17
sp|P11679|K2C8_MOUSE,19,14,1104.25,4.70E-06,18.31666254,Condition 5,Condition 7,"Keratin, type II cytoskeletal 8 OS=Mus musculus GN=Krt8 PE=1 SV=4",689872.0654,1209579.396,1229248.043,912244.6284,1351678.994,1360950.585,284835.1612,317500.2368,3697043.158,3903485.375,345631.635,235018.354,353238.9987,96661.69303,469050.9599,622532.001,480350.0046,576135.9108,2632821.915,2652699.074,0,0,0,0,0,0,0,0,20,20
tr|E1WFL6|E1WFL6_SALTS,19,18,908.87,0.002187551,2.231410645,Condition 2,Condition 3,Phosphoenolpyruvate synthase OS=Salmonella typhimurium (strain SL1344) GN=pps,1852998.549,2027937.796,2987811.924,2573319.904,1426506.974,1065697.605,2263700.951,2953069.118,2079714.065,2148832.849,928367.6646,394023.4137,858583.1785,272669.6885,495017.2849,487476.0848,3817536.984,5358639.045,1481052.975,1460286.478,14,14,24,18,4,4,25,20,13,20
tr|E1W896|E1W896_SALTS,19,16,963.95,0.010733284,2.852933442,Condition 2,Condition 3,Outer membrane protein OS=Salmonella typhimurium (strain SL1344) GN=yaeT,2045279.281,1476092.044,2516787.806,2209850.723,1067553.994,589210.3948,1590897.164,1863603.592,1639558.597,1401252.19,1024701.908,286801.1175,723228.814,234156.3936,370455.7279,269519.2097,2682911.256,3381694.967,1167599.517,952251.6494,12,14,11,12,0,2,13,17,8,9
sp|O89053|COR1A_MOUSE,19,17,982.54,0.08703432,3.240789563,Condition 7,Condition 5,Coronin-1A OS=Mus musculus GN=Coro1a PE=1 SV=5,3195748.021,2894747.477,2635903.379,3099700.07,3366348.049,14975317.43,5746701.461,6488207.661,2830632.905,2848189.181,1601096.303,562442.4402,757458.0861,328445.0764,1168168.471,6850075.551,9691317.819,11773501.23,2015814.267,1935549.407,15,11,12,11,9,20,20,19,16,13
tr|E1W789|E1W789_SALTS,19,17,1114.23,0.129388438,2.202336746,Condition 2,Condition 7,Aminopeptidase N OS=Salmonella typhimurium (strain SL1344) GN=pepN,1496073.581,1606384.253,1751628.145,1942852.851,1400619.086,471451.309,1551370.155,1892544.692,1528346.003,1544226.434,749545.2908,312116.5788,503351.114,205865.2252,486033.8364,215653.3309,2616252.354,3434211.486,1088400.291,1049412.932,13,13,13,10,4,0,17,19,13,11
sp|P27659|RL3_MOUSE,19,17,788.82,0.068516006,2.456327407,Condition 7,Condition 4,60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=2 SV=2,3030442.128,2714097.765,3335384.935,2270623.75,2209018.554,5451157.566,2036391.1,2662582.349,3839956.649,3924298.628,1518276.678,527342.6377,958462.4037,240595.9203,766559.4257,2493492.464,3434198.468,4831521.771,2734596.7,2666843.177,7,4,8,2,5,14,9,11,12,15
tr|E1WJ31|E1WJ31_SALTS,19,18,1198.42,0.000321239,2.570984607,Condition 4,Condition 3,Serine hydroxymethyltransferase OS=Salmonella typhimurium (strain SL1344) GN=glyA,5229232.318,4062109.967,5387586.717,5072987.384,2571012.128,1833061.385,5473339.494,5849465.717,4667324.545,4577875.496,2619888.827,789258.1514,1548186.916,537535.1457,892176.11,838486.9991,9230316.37,10614440.14,3323800.621,3110995.667,13,14,14,15,9,10,18,23,14,17
tr|E1WD25|E1WD25_SALTS,19,19,1339.92,0.000719537,3.426993754,Condition 4,Condition 3,Putative phosphatase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_3560,8781943.895,6935751.467,9835745.106,8673177.037,3376654.789,2272837.183,8524753.221,10836020.48,6205635.269,6070930.15,4399826.836,1347599.751,2826417.964,919012.2367,1171745.05,1039651.178,14376263.21,19663042.12,4419297.215,4125633.695,30,26,27,25,21,5,29,30,22,21
sp|P14211|CALR_MOUSE,19,18,823.36,0.000865951,3.333839335,Condition 7,Condition 2,Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1,2883773.659,2460898.758,2476004.065,2342063.044,2433066.799,4147244.075,4205267.651,5547960.21,5591010.678,5253005.231,1444794.556,478146.6825,711509.1223,248165.6476,844307.2081,1897050.621,7091822.257,10067328.27,3981596.862,3569794.882,10,8,16,6,4,16,13,16,19,19
sp|Q6IRU2|TPM4_MOUSE,19,13,1014.31,0.000622145,2.498561784,Condition 5,Condition 2,Tropomyosin alpha-4 chain OS=Mus musculus GN=Tpm4 PE=2 SV=3,1198127.434,1089337.634,983335.4882,861974.0528,1610549.076,2083384.531,1045884.897,1389266.85,2287786.843,2322833.056,600271.7963,211655.67,282573.1105,91335.00894,558882.3928,952990.9131,1763794.936,2520963.544,1629230.463,1578532.134,6,4,2,3,5,9,5,3,11,12
sp|P10605|CATB_MOUSE,19,17,1226.3,0.203595112,3.380054982,Condition 3,Condition 5,Cathepsin B OS=Mus musculus GN=Ctsb PE=1 SV=2,7067934.01,6019340.372,6502274.471,6020707.213,2635563.263,11285764.46,2763656.307,4307305.145,2097828.244,2020840.77,3541093.647,1169543.29,1868505.657,637955.8008,914576.23,5162384.006,4660668.698,7816035.658,1493952.853,1373306.654,19,20,16,18,4,30,12,17,9,9
sp|Q9JHJ0|TMOD3_MOUSE,19,16,1286.79,0.000154674,2.496345157,Condition 6,Condition 1,Tropomodulin-3 OS=Mus musculus GN=Tmod3 PE=1 SV=1,1945875.307,1798364.812,1987434.138,1984105.494,4304481.049,4480618.834,2259842.779,3275748.773,3125843.999,3223155.402,974899.6917,349417.9376,571112.7617,210236.3667,1493713.357,2049544.37,3811030.509,5944173.528,2226046.662,2190365.924,11,6,5,3,17,19,12,18,21,18
sp|Q61897|KT33B_MOUSE,19,1,1000.73,0.015193425,137.9060284,Condition 1,Condition 6,"Keratin, type I cuticular Ha3-II OS=Mus musculus GN=Krt33b PE=2 SV=2",631475.9786,117833.5928,37115.67975,31444.24495,91225.09308,22881.77652,215230.5874,19005.32515,8775.249841,28579.36742,316374.7105,22894.78236,10665.6306,3331.840888,31656.34568,10466.68283,362967.8766,34487.06188,6249.229209,19421.73576,5,1,0,0,0,0,0,0,0,0
sp|P48962|ADT1_MOUSE,19,2,966.46,0.000477231,7.538689055,Condition 2,Condition 5,ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4,324054.2393,341750.3554,1226660.334,1483439.72,472539.0171,863984.1251,667887.4831,602205.3041,212829.272,146662.9466,162353.8656,66401.26829,352495.3897,157185.6829,163977.4537,395207.4177,1126334.804,1092761.709,151564.7905,99668.0211,1,0,0,0,2,2,2,2,0,0
tr|E1W888|E1W888_SALTS,19,17,1195.21,4.83E-06,3.028624627,Condition 2,Condition 3,30S ribosomal protein S2 OS=Salmonella typhimurium (strain SL1344) GN=rpsB,13309479.84,12279012.61,17625741.5,16486023.74,6167432.629,5095688.24,12640301.53,14147824.87,13128984.56,12790875.14,6668159.95,2385782.481,5064965.783,1746863.633,2140182.845,2330892.122,21316781.51,25672642.16,9349709.157,8692319.656,30,26,30,26,18,20,26,28,32,25
sp|Q922F4|TBB6_MOUSE,19,4,1091.25,1.47E-05,8.191222718,Condition 7,Condition 1,Tubulin beta-6 chain OS=Mus musculus GN=Tubb6 PE=1 SV=1,87475.43338,102887.9714,161358.3255,141745.4592,262006.358,230805.62,310449.2105,504368.7865,504449.3571,575394.4508,43825.91872,19990.88423,46368.22783,15019.38805,90919.76296,105576.1216,523545.8961,915227.5699,359239.8751,391021.9152,0,0,0,0,0,0,1,3,4,7
tr|E1WJ41|E1WJ41_SALTS,18,17,1009.34,0.000138887,4.068671623,Condition 4,Condition 3,Phosphoribosylformylglycinamidine synthase OS=Salmonella typhimurium (strain SL1344) GN=purL,1005793.25,960974.8985,1228498.098,1069461.657,344645.8938,231635.9011,1050521.472,1294179.914,812032.3785,740816.5262,503910.7727,186715.1008,353023.4931,113320.4528,119596.8037,105955.9124,1771614.121,2348418.794,578282.8467,503438.1135,6,9,6,15,0,4,11,13,14,8
tr|E1WEE6|E1WEE6_SALTS,18,18,1013.79,7.04E-05,3.634128839,Condition 2,Condition 7,ATP-dependent protease ATPase subunit HslU OS=Salmonella typhimurium (strain SL1344) GN=hslU,3013048.684,3060128.886,4792821.593,3477057.522,1331961.954,1013008.643,2843125.278,3388693.152,2693761.627,2688946.754,1509562.418,594575.6483,1377274.106,368429.9763,462208.8796,463374.8679,4794686.283,6149122.391,1918342.4,1827332.725,16,19,21,16,10,10,20,20,23,20
sp|Q3THE2|ML12B_MOUSE,18,8,1541.11,3.68E-05,4.516473793,Condition 5,Condition 1,Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2,7262645.164,6837909.573,9171844.587,8512103.272,17449768.06,16084059.25,5810160.23,8864122.754,31449645.78,32235140.16,3638645.553,1328589.308,2635638.279,901944.8159,6055306.399,7357241.108,9798335.576,16084836.62,22396632.41,21906096.28,9,6,6,7,12,11,7,10,25,30
tr|E1W9Z9|E1W9Z9_SALTS,18,15,894.71,0.000164868,2.236962039,Condition 4,Condition 7,D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6) OS=Salmonella typhimurium (strain SL1344) GN=dacC,2189681.78,1938908.498,2122718.352,1796649.237,1052640.329,1068055.42,1922609.707,2442089.19,1745031.99,1524472.245,1097048.76,376725.2362,609988.2844,190373.4498,365280.484,488554.6067,3242315.934,4431414.898,1242711.613,1035988.54,13,11,10,10,4,0,15,9,8,11
sp|Q5I2A0|SPA3G_MOUSE,18,15,1206.6,0.081824788,4.163095588,Condition 7,Condition 2,Serine protease inhibitor A3G OS=Mus musculus GN=Serpina3g PE=2 SV=2,1853352.075,1992014.794,1287982.622,2000401.539,1429481.049,5729774.684,3557991.228,4412912.63,3445764.495,3300321.376,928544.784,387043.6613,370117.0762,211963.1001,496049.3293,2620938.731,6000246.231,8007670.994,2453875.675,2242805.754,10,13,9,11,7,23,18,22,22,22
tr|E1W8I0|E1W8I0_SALTS,18,18,981.27,0.001143722,2.761503328,Condition 4,Condition 3,Aminoacyl-histidine dipeptidase OS=Salmonella typhimurium (strain SL1344) GN=pepD,2231102.045,2447258.174,2779951.016,3133208.91,1500727.908,1031672.109,3128212.945,3865018.13,1943775.851,1770634.509,1117800.656,475496.35,798851.8821,331995.6824,520772.9565,471911.9925,5275462.117,7013461.667,1384245.582,1203273.503,14,9,18,18,5,6,18,18,10,11
tr|E1WHQ8|E1WHQ8_SALTS,18,17,1304.04,0.000849822,3.516891404,Condition 4,Condition 3,Possible citrate lyase OS=Salmonella typhimurium (strain SL1344) GN=citE,9906185.44,9223831.093,13779612.95,15278292.5,7227511.982,4229603.868,19237637.37,21055794.88,11695695.87,10489977.84,4963081.189,1792168.094,3959735.146,1618892.097,2508044.771,1934724,32442621.05,38207844.14,8329003.227,7128694.446,22,16,14,15,12,11,29,35,23,21
sp|Q3UIR3|DTX3L_MOUSE,18,16,1034.63,3.79E-05,16.06904654,Condition 5,Condition 3,E3 ubiquitin-protein ligase DTX3L OS=Mus musculus GN=Dtx3l PE=2 SV=1,336761.4211,262345.3497,192542.5609,283624.8327,180851.494,253970.337,304739.6764,455919.1006,3449890.518,3537281.721,168720.2692,50973.06755,55329.38757,30052.96569,62757.92348,116172.2283,513917.2578,827310.7727,2456813.992,2403837.352,0,0,0,0,1,6,2,4,21,23
tr|E1WIM4|E1WIM4_SALTS,18,15,1350.06,7.90E-05,2.713519725,Condition 2,Condition 3,30S ribosomal protein S7 OS=Salmonella typhimurium (strain SL1344) GN=rpsG,8453456.524,8704425.668,11137458.65,11254841.05,4836547.583,3415575.845,10312310.87,11778764.33,10444133.85,10735216.24,4235251.935,1691248.875,3200480.783,1192566.069,1678347.668,1562367.722,17390825.46,21373745.06,7437712.603,7295351.578,22,28,22,26,22,17,28,34,27,28
tr|E1WIK5|E1WIK5_SALTS,18,17,1197.91,0.001133932,2.52065349,Condition 4,Condition 3,50S ribosomal protein L5 OS=Salmonella typhimurium (strain SL1344) GN=rplE,10936794.15,9547690.542,11970956.75,12155544.16,5986390.54,3785273.022,11078788.92,13552188.94,10560037.86,10737786.97,5479424.712,1855093.202,3439996.345,1288004.82,2077358.783,1731476.231,18683424.77,24591801.24,7520252.784,7297098.569,19,23,20,22,16,15,31,33,28,28
tr|E1WAJ6|E1WAJ6_SALTS,18,15,1717.21,0.072697081,2.151244158,Condition 2,Condition 7,Enolase OS=Salmonella typhimurium (strain SL1344) GN=eno,24315663.48,20870476.68,24337291.82,24791693.95,18439634.4,7575691.397,20794997.65,25317447.92,18393066.34,18545513.77,12182349.38,4055083.19,6993609.335,2626934.745,6398803.454,3465306.071,35068975.24,45941039.48,13098486.03,12603010.51,47,39,43,32,28,22,47,54,54,44
sp|P16858|G3P_MOUSE,18,17,1305.06,0.000738775,7.96898938,Condition 7,Condition 1,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2,9259969.72,8092360.041,11224779.61,8163947.214,7705190.464,21245858.84,17344127.54,18411485.26,16818044.31,16771441.64,4639321.746,1572326.002,3225573.496,865054.1039,2673805.689,9718374.174,29249379.56,33409480.06,11976845.75,11397400.9,16,15,12,10,12,25,32,30,25,20
tr|E1WFK0|E1WFK0_SALTS,18,16,825.11,0.006571339,1.473127786,Condition 1,Condition 3,Threonyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=thrS,2898411.043,3084157.957,2891801.987,2785118.803,1920415.441,2140718.33,2200803.786,2821830.08,2179068.255,2110747.411,1452128.008,599244.4388,830993.5848,295111.9584,666410.2279,979216.7918,3711466.325,5120492.694,1551807.326,1434404.683,12,9,16,9,0,4,14,20,12,9
tr|E1WCB7|E1WCB7_SALTS,17,16,840.41,4.34E-06,3.794277362,Condition 2,Condition 3,Ribonucleoside-diphosphate reductase OS=Salmonella typhimurium (strain SL1344) GN=nrdA,901680.955,912593.299,1628247.244,1352757.866,398470.9022,387187.2945,1261267.43,1509276.755,979340.1665,948109.5533,451749.6481,177314.6729,467896.1492,143338.5975,138274.8123,177108.9148,2127019.056,2738733.51,697429.8492,644308.6352,8,8,5,10,2,0,9,11,9,8
sp|Q8BGH2|SAM50_MOUSE,17,15,732.12,6.57E-08,8.18361009,Condition 5,Condition 1,Sorting and assembly machinery component 50 homolog OS=Mus musculus GN=Samm50 PE=1 SV=1,786334.855,810170.7559,972058.8323,978450.9605,1849770.004,1867005.543,1145860.354,1346744.243,6575765.789,6489413.637,393960.2939,157414.2203,279332.6297,103676.9343,641895.3021,854013.8851,1932394.947,2443802.023,4682882.924,4410023.324,1,4,4,2,7,9,9,3,22,15
tr|E1WA72|E1WA72_SALTS,17,15,787.76,0.00640409,2.701939713,Condition 4,Condition 7,Alanyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=alaS,960451.5914,1212798.36,1241784.001,1122107.325,1301347.03,837035.3743,1422896.096,1514939.671,915486.1397,1077009.83,481194.2251,235643.7909,356841.3546,118898.8024,451585.0853,382880.4015,2399591.902,2749009.436,651956.6768,731905.6443,5,13,8,15,0,0,22,14,16,15
tr|E1W8B4|E1W8B4_SALTS,17,17,1068.12,1.03E-05,2.835184942,Condition 2,Condition 3,Prolyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=proS,1821212.723,1924556.142,2459943.189,2343059.101,776971.6778,917098.5109,1996852.06,2429012.419,1745785.403,1726262.724,912442.7019,373936.6081,706893.8392,248271.1901,269619.7196,419503.2336,3367519.277,4407685.791,1243248.15,1173119.684,21,24,26,23,6,7,21,20,20,15
sp|Q02257|PLAK_MOUSE,17,14,801.35,0.484473348,14.25525396,Condition 4,Condition 3,Junction plakoglobin OS=Mus musculus GN=Jup PE=1 SV=3,369169.075,355778.0806,155898.9542,133874.4762,181649.6981,75810.66061,3526697.106,143465.6931,196091.3059,207925.8616,184956.773,69126.82138,44799.41276,14185.37651,63034.91116,34677.64574,5947471.387,260332.8382,139644.9718,141300.5782,2,3,3,1,1,1,21,0,1,1
sp|Q921I1|TRFE_MOUSE,17,17,876.68,0.000180576,3.805536807,Condition 5,Condition 6,Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1,1135185.829,1055079.1,1043655.945,1136124.716,1366578.918,1393786.377,1262131.234,1931077.903,3234186.589,2959598.308,568737.5296,204999.3198,299906.909,120384.089,474221.4359,637551.8936,2128475.788,3504133.847,2303202.036,2011259.922,5,2,3,4,6,7,7,11,16,16
tr|E1WBM1|E1WBM1_SALTS,17,17,1107.5,0.004002932,2.798116962,Condition 4,Condition 3,Putative secreted hydrolase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1469,4317942.731,3839696.542,4900098.325,4226779.964,2174423.09,1169229.316,4006832.946,5349097.569,3273691.926,2748949.43,2163325.174,746043.7603,1408101.347,447870.7735,754554.3303,534834.0151,6757179.191,9706472.128,2331335.469,1868108.859,15,15,18,17,13,12,26,30,20,20
sp|Q9JLF6|TGM1_MOUSE,17,17,753.35,0.000961078,2.603362873,Condition 3,Condition 5,Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus GN=Tgm1 PE=1 SV=2,3067016.822,2394571.99,3073930.876,2263294.625,3711511.919,4039210.951,1850769.194,2307188.496,1567293.873,1409902.641,1536600.903,465259.5516,883330.4802,239819.3242,1287945.02,1847633.635,3121163.086,4186624.108,1116136.729,958130.2535,12,10,11,8,11,13,2,11,4,5
tr|E1WIL1|E1WIL1_SALTS,17,14,1222.93,4.79E-05,3.714097514,Condition 2,Condition 3,30S ribosomal protein S3 OS=Salmonella typhimurium (strain SL1344) GN=rpsC,13798923.22,13507163.58,17716818.75,16955108.96,5410327.773,3924895.006,11977958.88,15104267.35,12805131.42,11857947.25,6913375.149,2624409.247,5091137.909,1796568.033,1877457.183,1795342.732,20199797.59,27408202.64,9119079.538,8058328.05,22,25,29,26,20,13,21,25,23,25
sp|Q9CVB6|ARPC2_MOUSE,17,16,873,0.010092733,1.657543271,Condition 6,Condition 5,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus GN=Arpc2 PE=1 SV=3,2367182.242,2700044.738,2500314.912,2028634.765,2927020.568,3467082.147,2528764.328,3072929.815,2132152.812,2063139.125,1185977.966,524612.1685,718495.1324,214954.7005,1015715.871,1585927.961,4264543.575,5576138.259,1518396.84,1402051.429,18,13,10,9,13,17,6,14,10,8
tr|E1WIL4|E1WIL4_SALTS,17,16,1027.63,0.000209547,3.259620788,Condition 4,Condition 3,50S ribosomal protein L2 OS=Salmonella typhimurium (strain SL1344) GN=rplB,12533004.43,14816031.47,14972339.79,14205735.7,6176170.309,3933398.773,16215357.19,16738004.34,13313924.83,11720710.66,6279139.321,2878719.115,4302479.344,1505243.682,2143214.939,1799232.563,27345805.44,30372781.68,9481413,7965065.92,24,23,27,23,15,18,32,28,36,29
