"Accession"	"Description"	"Peptides.used.for.quantitation"	"Confidence.score"	"rawInt_Neil.left.2"	"rawInt_Neil.left.3"	"rawInt_Neil.right.2"	"rawInt_Neil.right.3"	"rawInt_Neil.mouse2.1"	"rawInt_Neil.mix.1"	"rawInt_Neil.mouse1.1"	"rawInt_Neil.mouse3.1"	"rawInt_Neil.liver.2"	"rawInt_Neil.liver.3"	"normInt_Neil.left.2"	"normInt_Neil.left.3"	"normInt_Neil.right.2"	"normInt_Neil.right.3"	"normInt_Neil.mouse2.1"	"normInt_Neil.mix.1"	"normInt_Neil.mouse1.1"	"normInt_Neil.mouse3.1"	"normInt_Neil.liver.2"	"normInt_Neil.liver.3"	"medianNormInt_Condition1"	"medianNormInt_Condition2"	"medianNormInt_Condition3"	"medianNormInt_Condition4"	"medianNormInt_Condition5"	"specCountSum_Condition1"	"specCountSum_Condition2"	"specCountSum_Condition3"	"specCountSum_Condition4"	"specCountSum_Condition5"	"medianRatio_Condition2_vs_Condition1"	"medianRatio_Condition3_vs_Condition1"	"medianRatio_Condition4_vs_Condition1"	"medianRatio_Condition5_vs_Condition1"	"qvalue_Condition2_vs_Condition1"	"qvalue_Condition3_vs_Condition1"	"qvalue_Condition4_vs_Condition1"	"qvalue_Condition5_vs_Condition1"	"cv_Condition1"	"cv_Condition2"	"cv_Condition3"	"cv_Condition4"	"cv_Condition5"
"tr|E1WEE6|E1WEE6_SALTS"	"ATP-dependent protease ATPase subunit HslU OS=Salmonella typhimurium (strain SL1344) GN=hslU"	18	1013.79	1509562.418	594575.6483	1377274.106	368429.9763	462208.8796	463374.8679	4794686.283	6149122.391	1918342.4	1827332.725	1509562.418	1608605.03880662	2243055.96206138	1755510.20863927	549427.890911702	422957.529904218	1688627.51806004	1643188.34834634	1424288.14723322	1424738.34156873	1559083.72840331	1999283.08535033	486192.71040796	1665907.93320319	1424513.24440098	35	37	20	40	43	1.28234491126261	0.311845157223134	1.06851729823983	0.913686172493025	0.614721597211377	0.0665588460918518	0.525085283057516	0.373464436241619	4.49197868741609	17.2435264875496	18.3935398398846	1.92869872311997	0.0223469643925685
"sp|Q3THE2|ML12B_MOUSE"	"Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2"	8	1541.11	3638645.553	1328589.308	2635638.279	901944.8159	6055306.399	7357241.108	9798335.576	16084836.62	22396632.41	21906096.28	3638645.553	3594455.07306593	4292452.8456561	4297623.52087342	7197945.28072651	6715514.24455113	3450849.15012787	4298241.99917093	16628552.9004115	17079787.8553903	3616550.31303297	4295038.18326476	6956729.76263882	3874545.5746494	16854170.3779009	15	13	23	17	55	1.18760636836344	1.9235816345673	1.0713373904095	4.66028920354391	0.581519419433513	0.0918753403634849	0.693360816623353	0.00456637971979403	0.86401087557558	0.0851265891820893	4.90360081207266	15.4649679128256	1.89312964933741
"tr|E1W9Z9|E1W9Z9_SALTS"	"D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6) OS=Salmonella typhimurium (strain SL1344) GN=dacC"	15	894.71	1097048.76	376725.2362	609988.2844	190373.4498	365280.484	488554.6067	3242315.934	4431414.898	1242711.613	1035988.54	1097048.76	1019217.84877938	993439.034503285	907099.194083072	434209.066015801	445940.995051447	1141902.42807111	1184177.00349233	922660.845542993	807741.564615066	1058133.30438969	950269.114293179	440075.030533624	1163039.71578172	865201.20507903	24	20	4	24	19	0.898061813526674	0.415897532671887	1.09914290662322	0.817667491883793	0.690762749467864	0.0685102614618183	0.402078637203506	0.183109938207862	5.20111831672928	6.4246523147401	1.88507095425184	2.57021652369255	9.392058443307
"sp|Q5I2A0|SPA3G_MOUSE"	"Serine protease inhibitor A3G OS=Mus musculus GN=Serpina3g PE=2 SV=2"	15	1206.6	928544.784	387043.6613	370117.0762	211963.1001	496049.3293	2620938.731	6000246.231	8007670.994	2453875.675	2242805.754	928544.784	1047134.01160217	602780.02092282	1009970.44219167	589654.047800477	2392330.37544299	2113210.39641889	2139835.70956244	1821898.96792482	1748675.1628195	987839.397801087	806375.231557245	1490992.21162174	2126523.05299067	1785287.06537216	23	20	30	40	44	0.81630195490504	1.50934677736144	2.15270119588697	1.80726448990208	0.702739866729571	0.85241485385952	0.0317112217017335	0.0226671097946796	8.4887530503271	35.7063432562748	85.4923751864556	0.885339072555079	2.90020860726167
"tr|E1W8I0|E1W8I0_SALTS"	"Aminoacyl-histidine dipeptidase OS=Salmonella typhimurium (strain SL1344) GN=pepD"	18	981.27	1117800.656	475496.35	798851.8821	331995.6824	520772.9565	471911.9925	5275462.117	7013461.667	1384245.582	1203273.503	1117800.656	1286439.87814016	1301026.04059875	1581906.59601158	619043.03392281	430750.013665076	1857950.65108527	1874159.88168581	1027743.83514775	938170.630703185	1202120.26707008	1441466.31830517	524896.523793943	1866055.26638554	982957.23292547	23	36	11	36	21	1.19910324931003	0.436642271303911	1.55230330733352	0.817686266384334	0.671161510386476	0.0944156579018898	0.0617294349169946	0.202759231064725	9.91963456701104	13.7785075456622	25.3656226396743	0.614218511204857	6.44359878067725
"tr|E1WHQ8|E1WHQ8_SALTS"	"Possible citrate lyase OS=Salmonella typhimurium (strain SL1344) GN=citE"	17	1304.04	4963081.189	1792168.094	3959735.146	1618892.097	2508044.771	1934724	32442621.05	38207844.14	8329003.227	7128694.446	4963081.189	4848652.37020649	6448903.30016798	7713763.22716696	2981313.88136718	1765969.93228171	11425878.4474104	10210023.5308654	6183932.84456588	5558114.38365406	4905866.77960325	7081333.26366747	2373641.90682445	10817950.9891379	5871023.61410997	38	29	23	64	44	1.44344181809196	0.483837416191805	2.20510492337763	1.19673523107466	0.459085253059545	0.144795110349397	0.0317112217017335	0.178223127653336	1.64931901674264	12.6302632333517	36.205037727114	7.94733917071037	7.53736497395362
"sp|Q3UIR3|DTX3L_MOUSE"	"E3 ubiquitin-protein ligase DTX3L OS=Mus musculus GN=Dtx3l PE=2 SV=1"	16	1034.63	168720.2692	50973.06755	55329.38757	30052.96569	62757.92348	116172.2283	513917.2578	827310.7727	2456813.992	2403837.352	168720.2692	137905.973005791	90110.5394528441	143197.599170708	74600.3702167179	106039.23977992	180995.120912072	221076.657077397	1824080.54410012	1874228.59309295	153313.121102895	116654.069311776	90319.804998319	201035.888994734	1849154.56859653	0	0	7	6	44	0.7608877079313	0.589119863639729	1.31127647489356	12.0612936146247	0.671161510386476	0.200675788118694	0.237232271221587	0.0047437779616572	14.2120893760898	32.179091686403	24.6132482918816	14.0979434888949	1.91763447514387
"tr|E1WIM4|E1WIM4_SALTS"	"30S ribosomal protein S7 OS=Salmonella typhimurium (strain SL1344) GN=rpsG"	15	1350.06	4235251.935	1691248.875	3200480.783	1192566.069	1678347.668	1562367.722	17390825.46	21373745.06	7437712.603	7295351.578	4235251.935	4575618.71223549	5212366.56559275	5682387.54520231	1995052.58367999	1426092.00083292	6124827.50699608	5711561.19685001	5522187.22944352	5688053.94124409	4405435.32361775	5447377.05539753	1710572.29225645	5918194.35192305	5605120.58534381	50	48	39	62	55	1.23651277461591	0.388286779080831	1.34338468668359	1.27231934499061	0.563417761509067	0.073757573819323	0.0976509435503406	0.088712434232862	5.46315264200005	6.10119363139285	23.5193734974108	4.93771229809771	2.09247017796507
"tr|E1WIK5|E1WIK5_SALTS"	"50S ribosomal protein L5 OS=Salmonella typhimurium (strain SL1344) GN=rplE"	17	1197.91	5479424.712	1855093.202	3439996.345	1288004.82	2077358.783	1731476.231	18683424.77	24591801.24	7520252.784	7297098.569	5479424.712	5018894.19912374	5602446.36670866	6137138.00650532	2469357.26504937	1580450.21533121	6580064.54146702	6571500.56430176	5583469.82501602	5689416.03859288	5249159.45556187	5869792.18660699	2024903.74019029	6575782.55288439	5636442.93180445	42	42	31	64	56	1.11823468810564	0.385757711750356	1.25273057687681	1.07378009365523	0.688088749613024	0.0861158651999048	0.136959939685343	0.488207833860319	6.2037408342221	6.44118347505795	31.04109050839	0.0920901243126636	1.32912347321951
"tr|E1WAJ6|E1WAJ6_SALTS"	"Enolase OS=Salmonella typhimurium (strain SL1344) GN=eno"	15	1717.21	12182349.38	4055083.19	6993609.335	2626934.745	6398803.454	3465306.071	35068975.24	45941039.48	13098486.03	12603010.51	12182349.38	10970895.412324	11389931.0579211	12516926.0346004	7606260.3754654	3163048.74883407	12350846.9845868	12276512.9695489	9725072.22862243	9826339.80507885	11576622.396162	11953428.5462608	5384654.56214974	12313679.9770679	9775706.01685064	86	75	50	101	98	1.03254888491687	0.465131743774844	1.06366775694008	0.844435076338984	0.902564385518239	0.212495605928233	0.575481158451894	0.191721576896782	7.39963079320153	6.66675495895637	58.3477553699117	0.426859283366071	0.732499421558235
"sp|P16858|G3P_MOUSE"	"Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2"	17	1305.06	4639321.746	1572326.002	3225573.496	865054.1039	2673805.689	9718374.174	29249379.56	33409480.06	11976845.75	11397400.9	4639321.746	4253876.75512016	5253233.05633249	4121845.14862925	3178353.95478841	8870700.2042395	10301259.4142646	8927789.18163208	8892301.73037178	8886347.75391547	4446599.25056008	4687539.10248087	6024527.07951396	9614524.29794833	8889324.74214362	31	22	37	62	45	1.05418519599904	1.35486171342181	2.16221965510774	1.99912882660248	0.894598760936707	0.811679904926634	0.032679268218095	0.0139708781171451	6.12942051819026	17.0667816139607	66.8118273969716	10.101280990673	0.0473612703934925
"tr|E1WFK0|E1WFK0_SALTS"	"Threonyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=thrS"	16	825.11	1452128.008	599244.4388	830993.5848	295111.9584	666410.2279	979216.7918	3711466.325	5120492.694	1551807.326	1434404.683	1452128.008	1621236.29934496	1353372.65595873	1406161.52047541	792162.120108875	893805.737409654	1307131.2279532	1368314.59801291	1152151.34754436	1118379.4397355	1536682.15367248	1379767.08821707	842983.928759265	1337722.91298306	1135265.39363993	21	25	4	34	21	0.897887103666555	0.548574034483733	0.87052674477026	0.738776975399098	0.694751208131292	0.114001012672401	0.303654486784959	0.0707894125233332	7.78154540801552	2.70533805231709	8.52600964332692	3.23409096496605	2.10350330055281
"tr|E1WCB7|E1WCB7_SALTS"	"Ribonucleoside-diphosphate reductase OS=Salmonella typhimurium (strain SL1344) GN=nrdA"	16	840.41	451749.6481	177314.6729	467896.1492	143338.5975	138274.8123	177108.9148	2127019.056	2738733.51	697429.8492	644308.6352	451749.6481	479719.068711963	762024.961128996	682985.607551079	164367.327936122	161660.794136963	749109.054774772	731853.215256271	517812.183967894	502355.812827279	465734.358405982	722505.284340038	163014.061036543	740481.135015521	510083.998397587	16	15	2	20	17	1.55132485138713	0.350015106453544	1.58992164020255	1.09522518403709	0.433916976243925	0.0665588460918518	0.043910513628158	0.370302543510088	4.24649086407705	7.7354815399859	1.17401430939521	1.64780985788964	2.1426480502033
"sp|Q8BGH2|SAM50_MOUSE"	"Sorting and assembly machinery component 50 homolog OS=Mus musculus GN=Samm50 PE=1 SV=1"	15	732.12	393960.2939	157414.2203	279332.6297	103676.9343	641895.3021	854013.8851	1932394.947	2443802.023	4682882.924	4410023.324	393960.2939	425879.04277343	454926.668349684	494004.093781641	763021.217429102	779523.50972939	680564.919301182	653040.670606294	3476842.63431494	3438415.58297228	409919.668336715	474465.381065662	771272.363579246	666802.794953738	3457629.10864361	5	6	16	12	37	1.15745941879502	1.88152075431938	1.62666699468056	8.43489438472967	0.647677023467344	0.0974306797492713	0.0439964241070142	0.00393368194629255	5.50594799878039	5.82379950507365	1.51293931193186	2.91879143976448	0.78585723718814
"tr|E1WA72|E1WA72_SALTS"	"Alanyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=alaS"	15	787.76	481194.2251	235643.7909	356841.3546	118898.8024	451585.0853	382880.4015	2399591.902	2749009.436	651956.6768	731905.6443	481194.2251	637526.596470994	581158.917065701	566533.873015325	536799.382128444	349484.100424116	845105.743872761	734599.181395501	484050.27552735	570653.619660195	559360.410785497	573846.395040513	443141.74127628	789852.462634131	527351.947593772	18	23	0	36	31	1.02589740706653	0.792229361842012	1.4120635772649	0.942776673903726	0.929537730827529	0.566169930123312	0.184833266991561	0.811415794492358	19.7625140757047	1.80213170502581	29.8892867847492	9.89297918154117	11.612323077441
"tr|E1W8B4|E1W8B4_SALTS"	"Prolyl-tRNA synthetase OS=Salmonella typhimurium (strain SL1344) GN=proS"	17	1068.12	912442.7019	373936.6081	706893.8392	248271.1901	269619.7196	419503.2336	3367519.277	4407685.791	1243248.15	1173119.684	912442.7019	1011673.30633833	1151261.34562064	1182972.71331874	320497.074864142	382912.5482666	1185997.45282644	1177836.03486954	923059.201587072	914660.242317827	962058.004119164	1167117.02946969	351704.811565371	1181916.74384799	918859.72195245	45	49	13	41	35	1.21314621828678	0.365575474721384	1.22852960922052	0.955098048161591	0.581519419433513	0.0682351156093795	0.165605980686289	0.669203550719736	7.293389067931	1.92125747237341	12.5487064841144	0.488274153950386	0.64634034034845
"sp|Q02257|PLAK_MOUSE"	"Junction plakoglobin OS=Mus musculus GN=Jup PE=1 SV=3"	14	801.35	184956.773	69126.82138	44799.41276	14185.37651	63034.91116	34677.64574	5947471.387	260332.8382	139644.9718	141300.5782	184956.773	187020.36234832	72961.2133491798	67591.0617447137	74929.6255892297	31652.9281174766	2094623.76768456	69566.9819563644	103680.489028162	110169.510288484	185988.56767416	70276.1375469467	53291.2768533531	1082095.37482046	106924.999658323	5	4	2	21	2	0.37785192082379	0.286529852451555	5.81807467175199	0.574900925338855	0.200701769466781	0.100422273979582	0.718179417918441	0.018091707195442	0.784552534614755	5.40335702567764	57.4226178401463	132.329498748095	4.29126111863451
"sp|Q921I1|TRFE_MOUSE"	"Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1"	17	876.68	568737.5296	204999.3198	299906.909	120384.089	474221.4359	637551.8936	2128475.788	3504133.847	2303202.036	2011259.922	568737.5296	554618.97863638	488434.348228319	573611.02730999	563707.221672459	581942.165583755	749622.097254811	936385.965721534	1710030.15966191	1568143.05710742	561678.25411819	531022.687769155	572824.693628107	843004.031488172	1639086.60838467	7	7	13	18	32	0.945421482629476	1.01984488348657	1.50086642184795	2.91819488535828	0.833399848728644	0.95570719030829	0.1079930357071	0.00708013885589256	1.77740958523962	11.3420779874066	2.25095961079592	15.6656425047364	6.12105131394281
"tr|E1WBM1|E1WBM1_SALTS"	"Putative secreted hydrolase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1469"	17	1107.5	2163325.174	746043.7603	1408101.347	447870.7735	754554.3303	534834.0151	6757179.191	9706472.128	2331335.469	1868108.859	2163325.174	2018397.07936256	2293261.81899118	2134032.96584697	896939.05195806	488183.735472398	2379792.55636428	2593794.83609275	1730918.0445165	1456530.7572224	2090861.12668128	2213647.39241907	692561.393715229	2486793.69622851	1593724.40086945	30	35	25	56	40	1.05872521334436	0.331232612667345	1.18936339888612	0.762233502996487	0.813816040939154	0.0867636138162577	0.221431572859538	0.133861318651455	4.9013125355314	5.08625728760685	41.7340121404329	6.08504289740172	12.1740692061436
"sp|Q9JLF6|TGM1_MOUSE"	"Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus GN=Tgm1 PE=1 SV=2"	17	753.35	1536600.903	465259.5516	883330.4802	239819.3242	1287945.02	1847633.635	3121163.086	4186624.108	1116136.729	958130.2535	1536600.903	1258744.55369394	1438609.56323182	1142700.91725452	1530980.79067893	1686475.92384358	1099233.93613046	1118763.21786022	828684.344258019	747036.864005388	1397672.72834697	1290655.24024317	1608728.35726126	1108998.57699534	787860.604131704	22	19	24	13	9	0.923431654683303	1.15100504190556	0.793460839939944	0.563694624752039	0.835958738949808	0.642955759019659	0.221110593756849	0.0426490509674578	14.0572327702511	16.2118436944367	6.83469416113337	1.24520335997474	7.32788092851252
"tr|E1WIL1|E1WIL1_SALTS"	"30S ribosomal protein S3 OS=Salmonella typhimurium (strain SL1344) GN=rpsC"	14	1222.93	6913375.149	2624409.247	5091137.909	1796568.033	1877457.183	1795342.732	20199797.59	27408202.64	9119079.538	8058328.05	6913375.149	7100253.68628083	8291528.30994935	8560360.7885542	2231734.14847722	1638746.03450027	7114111.75964876	7324108.44400827	6770531.11042657	6282932.92442065	7006814.41764041	8425944.54925177	1935240.09148874	7219110.10182852	6526732.01742361	47	55	33	46	48	1.20253570981394	0.276193998604639	1.03029845968999	0.93148349997566	0.571035765006696	0.0665588460918518	0.76181756369327	0.478536342978875	1.88592237631999	2.25604699287459	21.6668680232622	2.05690282379386	5.28264348679589
"sp|Q9CVB6|ARPC2_MOUSE"	"Actin-related protein 2/3 complex subunit 2 OS=Mus musculus GN=Arpc2 PE=1 SV=3"	16	873	1185977.966	524612.1685	718495.1324	214954.7005	1015715.871	1585927.961	4264543.575	5576138.259	1518396.84	1402051.429	1185977.966	1419321.12437032	1170155.44213092	1024224.94204293	1207381.88598199	1447597.22518087	1501917.99998339	1490073.67772801	1127345.47388849	1093154.19158136	1302649.54518516	1097190.19208693	1327489.55558143	1495995.8388557	1110249.83273492	31	19	30	20	18	0.842275803298249	1.01906883588766	1.14842541064493	0.852301247744349	0.671161510386476	0.964351640552114	0.352842110555716	0.307703385526923	12.666379091522	9.40479116003504	12.795422350284	0.559841168524934	2.17760785581735
"tr|E1WIL4|E1WIL4_SALTS"	"50S ribosomal protein L2 OS=Salmonella typhimurium (strain SL1344) GN=rplB"	16	1027.63	6279139.321	2878719.115	4302479.344	1505243.682	2143214.939	1799232.563	27345805.44	30372781.68	9481413	7965065.92	6279139.321	7788280.74600433	7007103.30802165	7172246.61461609	2547640.50557462	1642296.57948118	9630844.82361742	8116312.83132208	7039548.39079976	6210218.12507978	7033710.03350217	7089674.96131887	2094968.5425279	8873578.82746975	6624883.25793977	47	50	33	60	65	1.00795667258817	0.297846873491996	1.26157870955785	0.94187608337348	0.98335764343453	0.069671948969771	0.275001642644321	0.748028019320928	15.1715684938289	1.64709881056069	30.5577299348969	12.0688153325548	8.85185492183611
"sp|Q7TNC4|LC7L2_MOUSE"	"Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1"	10	887.83	875796.6649	308011.7055	297286.0217	121629.9494	250958.6682	1648886.886	2002191.555	2720699.354	414474.1427	425743.6567	875796.6649	833315.63089635	484165.919120021	579547.353861656	298314.675162584	1505064.63061895	705146.396790947	727034.069835644	307729.531903304	331944.644279364	854556.147898175	531856.636490839	901689.652890766	716090.233313295	319837.088091334	12	6	16	11	1	0.62237763755953	1.05515553905793	0.83796744669681	0.374272760049752	0.437030322015911	0.82898968790022	0.179886252952589	0.00811807860550005	3.51511451759828	12.6810224180166	94.6335664343186	2.16130891252198	5.35355992342485
"tr|E1WEB9|E1WEB9_SALTS"	"CDP-diacylglycerol pyrophosphatase OS=Salmonella typhimurium (strain SL1344) GN=cdh"	17	1190.83	4700787.011	1584046.992	3177517.877	999902.2833	2281391.109	1824427.74	14296498.25	19280069.73	4897007.213	5361231.934	4700787.011	4285587.51156925	5174968.72083173	4764375.26501794	2711890.57736696	1665294.13624924	5035044.82502703	5152082.51213372	3635820.86826183	4180055.76647925	4493187.26128462	4969671.99292483	2188592.3568081	5093563.66858038	3907938.31737054	53	48	25	48	43	1.10604604347249	0.487091284991841	1.13361927121731	0.869747484384446	0.700522083428012	0.14158560685792	0.310268205239693	0.325842449405363	6.53412298486766	5.84210421392176	33.8142202853786	1.62475915866181	9.84744783143978
"tr|E1W7A2|E1W7A2_SALTS"	"Outer membrane protein A OS=Salmonella typhimurium (strain SL1344) GN=ompA"	17	1384.45	33076871.11	12021469	24468635.79	8313668.881	11357454.85	9799568.335	109202047.9	135207989.7	41493967.16	41983208.09	33076871.11	32523692.5907542	39850106.2012038	39613309.2600427	13500611.3897263	8944812.29826575	38459572.1656	36130715.7593006	30807516.7434512	32733549.53345	32800281.8503771	39731707.7306233	11222711.843996	37295143.9624503	31770533.1384506	70	69	45	88	82	1.21132214387257	0.342152908782611	1.13703730146519	0.968605491970349	0.562280503588785	0.0713167880468906	0.279491889192066	0.732708414439935	1.19253939325813	0.42142845707637	28.7046168170011	4.41545462047819	4.28671070976611
"tr|E1WBW4|E1WBW4_SALTS"	"Putative periplasmic amino acid-binding protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1563"	15	848.59	3473009.17	1043096.605	2266274.71	670405.012	2447388.791	1774276.05	12320344.83	17254877.63	4284572.807	3352692.799	3473009.17	2822063.86952205	3690900.00152405	3194373.20032456	2909212.09225525	1619516.86952121	4339068.72816496	4610904.13735399	3181114.20827057	2614034.05788439	3147536.51976102	3442636.6009243	2264364.48088823	4474986.43275947	2897574.13307748	24	26	20	39	28	1.0937558879176	0.719408485547978	1.42174249755782	0.920584754103974	0.790254673139539	0.448444244182305	0.12157361328128	0.661790268081826	14.6237488670797	10.1985050665749	40.2740921506333	4.2953574070537	13.838687170653
"tr|E1WF08|E1WF08_SALTS"	"Nonspecific acid phosphatase OS=Salmonella typhimurium (strain SL1344) GN=phoN"	16	1241.61	24565069.89	8966365.141	17972821.66	5744739.431	10229868.54	14077106.65	90561580.4	114170456.1	34366291.53	32638879.11	24565069.89	24258208.6683698	29270894.3004908	27372769.2257082	12160249.0655313	12849247.2711471	31894636.628189	30508998.0748291	25515518.8617738	25447944.8967586	24411639.2791849	28321831.7630995	12504748.1683392	31201817.351509	25481731.8792662	78	85	51	119	100	1.16017738256721	0.512245327949019	1.27815330198304	1.04383534378184	0.627862408468011	0.0878787265765577	0.108476571709643	0.617842014625017	0.888853256499432	4.7390194361218	3.89608248688956	3.14018381146282	0.187514762027458
"tr|E1WER2|E1WER2_SALTS"	"Glucose-6-phosphate isomerase OS=Salmonella typhimurium (strain SL1344) GN=pgi"	14	1034.72	1317243.131	476833.5415	1001198.594	296623.3322	1414718.858	625206.6433	4317920.268	5967361.065	1601076.321	1512451.247	1317243.131	1290057.60616333	1630571.91425857	1413362.97612681	1681676.90559433	570673.715491499	1520716.5922797	1594617.4996834	1188731.49382304	1179230.93691344	1303650.36858166	1521967.44519269	1126175.31054292	1557667.04598155	1183981.21536824	35	20	11	35	27	1.16746597237459	0.863862994008252	1.19485030919467	0.908204564584582	0.649929984348971	0.701064422685826	0.174119627992646	0.313513035326887	1.47455709179462	10.0915373434844	69.7580458643579	3.35474984180996	0.567399898632152
"tr|E1WF50|E1WF50_SALTS"	"HflK protein OS=Salmonella typhimurium (strain SL1344) GN=hflK"	15	1101.8	2332260.071	782044.3846	1474287.151	557323.9612	673936.2935	801913.7302	7831245.35	9079455.634	2857138.998	2499348.857	2332260.071	2115795.59511869	2401053.33385324	2655559.98790177	801108.357474652	731967.730703224	2758064.99490422	2426241.46316432	2121304.94006138	1948697.18951916	2224027.83305935	2528306.6608775	766538.044088938	2592153.22903427	2035001.06479027	33	33	15	36	29	1.13681430748985	0.344662073331383	1.16552193749686	0.915007013195039	0.671161510386476	0.0665588460918518	0.311031466056637	0.458067940666322	6.88226543330217	7.11794117855743	6.37800125154546	9.05172837864867	5.99764358876813
"tr|E1W8R3|E1W8R3_SALTS"	"Probable peroxidase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_0397"	15	1399.88	11014467.87	3487958.955	6575712.372	2386066.09	4285760.165	3127231.215	33929328.29	39147684.2	11579191.83	10313196.12	11014467.87	9436559.27753823	10709335.7644345	11369225.2230644	5094484.92302254	2854462.08192114	11949477.8256772	10461170.6275895	8597060.50286368	8041012.85729554	10225513.5737691	11039280.4937495	3974473.50247184	11205324.2266333	8319036.68007961	52	58	33	70	53	1.07958200965748	0.388682042598556	1.09582018993918	0.813556856588595	0.780192689025936	0.107505846531489	0.543064813666198	0.197661128596999	10.9114310765222	4.22683626251641	39.8527085404007	9.39189345146455	4.72632921291901
"sp|P63037|DNJA1_MOUSE"	"DnaJ homolog subfamily A member 1 OS=Mus musculus GN=Dnaja1 PE=1 SV=1"	17	1048.38	1487516.396	470616.4453	721842.2961	256185.402	540789.198	1278372.901	4725027.532	6486707.655	4665055.267	4354203.779	1487516.396	1273237.45501408	1175606.69940831	1220682.67363009	642836.34867012	1166868.30028973	1664094.59205207	1733398.97306738	3463606.35253435	3394894.09130172	1380376.92550704	1198144.6865192	904852.324479923	1698746.78255972	3429250.22191804	34	26	44	29	53	0.867983711100571	0.655511047569526	1.23063979929666	2.48428538506495	0.671161510386476	0.347972800055871	0.207042274970912	0.0131260566459937	10.9765738210206	2.6602402363785	40.9510520693663	2.88480886527534	1.41683758034671
"sp|P54116|STOM_MOUSE"	"Erythrocyte band 7 integral membrane protein OS=Mus musculus GN=Stom PE=1 SV=3"	15	1121.32	1999103.226	747198.1113	1111345.586	301225.8475	2528357.782	4296777.969	5079750.278	7100611.273	2690912.34	2718846.338	1999103.226	2021520.13837189	1809959.4929783	1435293.22913095	3005459.96614482	3921996.47026886	1789023.43094216	1897448.2809136	1997888.67258817	2119835.41343427	2010311.68218594	1622626.36105462	3463728.21820684	1843235.85592788	2058862.04301122	39	19	48	29	28	0.807151634959529	1.72298069443665	0.916890585803893	1.0241506634297	0.619701117544465	0.158838034645306	0.414466222709593	0.806868150423554	0.788492197099955	16.3271756337116	18.7107398861288	4.15942140108537	4.18820521212572
"sp|Q61233|PLSL_MOUSE"	"Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4"	17	930.19	933976.0286	347673.081	764373.0559	218275.7812	269055.0895	1393132.826	3703024.31	4925025.479	1307875.836	1177062.364	933976.0286	940618.189717445	1244873.13949078	1040049.36309335	319825.898825169	1271618.42329482	1304158.05765687	1316081.21741834	971042.526749936	917734.278746818	937297.109158722	1142461.25129206	795722.161059993	1310119.6375376	944388.402748377	14	11	21	34	20	1.21888912291374	0.848954033128513	1.39776344633508	1.00756568383745	0.623518248837787	0.676296891467124	0.0623546346245504	0.940471458104562	0.501091609265119	12.6772160609442	84.5796411449208	0.643524978860351	3.99143229062107
"sp|Q9DBG3|AP2B1_MOUSE"	"AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1"	12	783.35	32596.07722	14459.72928	16346.26303	8674.785538	52706.21154	181406.6296	406582.7602	375905.9004	1125097.846	1051928.862	32596.07722	39120.3263135518	26621.8486117861	41333.9726659893	62651.8959770504	165583.64572423	143193.276205956	100450.788963963	835337.594860764	820169.945949041	35858.2017667759	33977.9106388877	114117.77085064	121822.032584959	827753.770404903	2	0	3	9	31	0.947563150541745	3.18247333184384	3.39732687593477	23.0840848012588	0.89364151905177	0.178969480227586	0.0402119684626944	0.00374433938756247	12.8655106750923	30.6170758848206	63.7794952557286	24.8095536844	1.2956929685611
"sp|P14234|FGR_MOUSE"	"Proto-oncogene tyrosine-protein kinase FGR OS=Mus musculus GN=Fgr PE=1 SV=1"	15	819.48	542980.5141	220208.7649	440769.2229	132854.5748	921522.1857	1486894.275	2398570.329	3277691.486	399142.5382	450667.1761	542980.5141	595767.636667138	717845.51020885	633030.907712895	1095413.81237777	1357201.63813123	844745.958857081	875875.306556279	296346.463600472	351377.062475679	569374.075383569	675438.208960873	1226307.7252545	860310.63270668	323861.763038076	12	14	30	13	0	1.18628198606663	2.15378215881778	1.51097612255549	0.568803141976389	0.630057151493131	0.0867636138162577	0.0577129303298273	0.0364240220377043	6.55564310710902	8.87912169801541	15.095064885442	2.5585843084101	12.0151601943947
