,,,,,,,,,"Normalized abundance",,,,,,"Raw abundance",,,,,,"Spectral counts",,,,,
"sp|Q7L0Y3|MRRP1_HUMAN","9","7","367.88","0.00474726469300224","1.58733279045699","DOC-ISD","RG","Mitochondrial ribonuclease P protein 1 OS=Homo sapiens GN=TRMT10C PE=1 SV=2","354914.031171028","329546.144627867","339585.516651383","556682.512352494","464731.649225583","604087.144974487","354914.031171028","275423.331512195","265674.085065959","513302.871698588","438308.28174352","531830.974175442","1","0","2","5","1","3"
"sp|O75131|CPNE3_HUMAN;sp|O95741|CPNE6_HUMAN","9","8","520.82","0.00818683267423292","2.36293262371647","RG","DOC-ISD","Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1","1536341.92745156","1747270.27901407","1677780.75043345","708524.68770674","902505.830735569","488645.497328166","1536341.92745156","1460308.39426668","1312608.58887066","653312.703020436","851191.82348005","430197.551847354","8","4","5","1","4","1"
"sp|P11413|G6PD_HUMAN","9","9","326.86","0.784283748050627","1.02686676077266","DOC-ISD","RG","Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4","764560.694723366","1227385.11165354","1206663.8146589","1164977.90948006","1116659.76028115","1002908.2307681","764560.694723366","1025806.25509008","944031.147449694","1074196.67967383","1053169.54770899","882948.20675334","1","2","1","5","4","4"
"sp|Q9UBC2|EP15R_HUMAN","9","7","310.04","0.916536966168118","1.0083698227956","DOC-ISD","RG","Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1","344788.756093486","423361.146146877","407762.360832798","374111.186560389","439050.298716686","372592.955061178","344788.756093486","353830.682608246","319012.109841546","344958.467591341","414087.102417418","328026.305326299","2","3","2","1","4","1"
"sp|P11047|LAMC1_HUMAN","9","8","430.59","0.0362601704289928","1.23602042832131","DOC-ISD","RG","Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3","1112617.02603637","897795.504375905","929546.417590641","1162342.30155576","1225917.03468495","1245589.98191695","1112617.02603637","750346.598990291","727228.877294134","1071766.45223503","1156214.75302632","1096602.26842608","2","1","4","4","3","2"
"sp|Q12996|CSTF3_HUMAN","9","9","481.4","0.117492139378791","1.31619717106228","DOC-ISD","RG","Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=1 SV=1","864801.433410079","739760.24035396","819245.868545339","1319325.91577118","866462.37742834","1004420.33718749","864801.433410079","618266.161628523","640935.451888813","1216517.07435513","817197.702112332","884279.446851342","3","7","6","5","2","2"
"sp|P34949|MPI_HUMAN","9","9","463.45","0.0401783887725706","1.24049734895618","RG","DOC-ISD","Mannose-6-phosphate isomerase OS=Homo sapiens GN=MPI PE=1 SV=2","1648286.83829479","1628880.02710712","1617558.38874845","1293872.22302282","1493570.88666214","1158333.3631701","1648286.83829479","1361361.89426863","1265493.73839369","1193046.86774157","1408650.54077102","1019782.60269169","4","1","7","4","4","4"
"sp|Q9Y3Z3|SAMH1_HUMAN","9","9","421.37","0.192461943789616","1.14779787200778","DOC-ISD","RG","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2","781832.787927357","712364.343817636","640566.462303564","925925.997872545","775320.687514861","749030.4251012","781832.787927357","595369.613704049","501145.95720861","853772.955216182","731238.078816294","659437.274874373","6","2","2","2","5","2"
"sp|Q14137|BOP1_HUMAN","9","9","310.76","0.900958171849749","1.00656416174672","RG","DOC-ISD","Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2","1139109.25211163","1041614.74178302","996646.430403325","997612.793571036","925214.847973242","1233822.02377283","1139109.25211163","870545.770329227","779724.445090169","919873.537286571","872609.66825588","1086241.90122426","5","3","3","3","0","3"
"sp|Q15003|CND2_HUMAN","9","9","360.03","0.109503091862512","1.29575937554166","DOC-ISD","RG","Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3","701403.427806437","516550.843964504","499951.899060237","835832.412618229","651460.726953421","738699.887583723","701403.427806437","431715.426380712","391136.420273701","770699.937820265","614420.456042011","650342.395307109","2","1","2","6","1","3"
"sp|Q8N8S7|ENAH_HUMAN","9","8","412.07","0.435997959473795","1.14997595415876","RG","DOC-ISD","Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2","832379.184368561","1259956.37811675","1194514.7246051","972950.763646797","827574.4292668","1057665.25463785","832379.184368561","1053028.19917017","934526.329881934","897133.302949889","780520.816069347","931155.624490773","4","1","1","5","1","5"
"sp|Q8WWM7|ATX2L_HUMAN","9","9","405.4","0.146999413117574","1.13771719713493","DOC-ISD","RG","Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2","1001556.9170791","1077974.47400733","971602.381481763","1306461.4079681","1071449.43950345","1093416.51633845","1001556.9170791","900933.983771745","760131.280902269","1204655.03692484","1010529.7618236","962630.600405104","5","1","3","5","1","2"
"sp|Q9UM54|MYO6_HUMAN","9","9","416.24","0.247228726653722","1.11270117707932","DOC-ISD","RG","Unconventional myosin-VI OS=Homo sapiens GN=MYO6 PE=1 SV=4","771020.444493873","623726.248307238","587186.91848788","713834.612609394","745924.900601945","745540.348962993","771020.444493873","521288.942567878","459384.572317072","658208.850538197","703513.655756731","656364.654296414","5","2","3","1","3","3"
"sp|Q9BSD7|NTPCR_HUMAN","9","9","384.14","0.00126264952047028","1.44823614869789","DOC-ISD","RG","Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1","587085.106273018","584964.951832427","569370.320266204","769023.043346591","863023.683687853","889941.215002536","587085.106273018","488893.584337001","445445.790480299","709096.707356671","813954.52307052","783493.420231057","0","2","1","6","4","4"
"sp|O60256|KPRB_HUMAN","9","5","272.08","0.212966433019482","1.31422372843637","DOC-ISD","RG","Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=1 SV=1","396075.871536578","435065.318573394","471228.382182629","463867.727122904","764922.785967592","482814.482009963","396075.871536578","363612.627306597","368664.631307009","427720.704597443","721431.37344446","425063.996891068","3","3","2","2","3","2"
"sp|P48735|IDHP_HUMAN","9","7","387.16","0.00524413548350455","1.2445516897041","DOC-ISD","RG","Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2","399028.734985924","389465.993172262","424971.549907229","510177.802919543","525082.993324414","474960.710521305","399028.734985924","325502.279722738","332475.686283677","470422.054770164","495228.213874139","418149.632007604","2","1","2","3","4","2"
"sp|Q9H6Z4|RANB3_HUMAN","9","8","429.22","0.0424102869805831","1.28861625155276","RG","DOC-ISD","Ran-binding protein 3 OS=Homo sapiens GN=RANBP3 PE=1 SV=1","607986.516538175","601647.160663392","508130.361599261","389449.71066936","475067.266581811","468512.958333576","607986.516538175","502836.000621054","397534.824933968","359101.73291412","448056.244232659","412473.109413522","4","4","4","1","2","1"
"sp|P35527|K1C9_CON-HUMAN","9","9","469.55","0.774600809470985","1.34048018068773","DOC-ISD","RG","Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3","1320396.88953501","339414.721529243","265530.86864639","511926.213424469","1811302.45020844","257654.771455378","1320396.88953501","283671.148613895","207737.571613868","472034.219896915","1708316.75869642","226836.126615228","6","3","0","2","6","0"
"sp|O76031|CLPX_HUMAN","9","9","371.78","0.286967501712854","1.14939359359443","RG","DOC-ISD","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2","570888.820667762","558017.763650314","581013.574023694","563112.490881721","543724.962666924","380834.104628771","570888.820667762","466372.051419707","454554.867980761","519231.792350442","512810.25194804","335281.713158298","5","5","1","2","3","0"
"sp|Q9Y2Z4|SYYM_HUMAN","9","8","486.45","0.734378702641367","1.04608571433968","DOC-ISD","RG","Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens GN=YARS2 PE=1 SV=2","400401.287936076","698464.553038193","724009.158381742","704573.4753388","648259.429922352","554050.590592118","400401.287936076","583752.646714131","566427.192270131","649669.389982661","611401.175983559","487779.400353785","2","4","6","2","5","2"
"sp|Q9NUU7|DD19A_HUMAN;sp|Q9UHL0|DDX25_HUMAN;sp|Q9UMR2|DD19B_HUMAN","9","7","376.38","0.00659156571045294","1.45079915479574","DOC-ISD","RG","ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1","539875.020549881","486292.772058408","443595.545827918","772621.487778186","665693.996776334","694015.924598487","539875.020549881","406426.770739108","347046.134179371","712414.741998319","627844.461164255","611003.177841289","0","1","0","2","5","6"
"sp|Q13616|CUL1_HUMAN","9","8","297.19","0.751946940738504","1.02496562001757","RG","DOC-ISD","Cullin-1 OS=Homo sapiens GN=CUL1 PE=1 SV=2","445872.573663622","508483.269018587","478267.706757376","539905.632403406","440408.328278387","417414.432798395","445872.573663622","424972.824760117","374171.833540837","497833.334817292","415367.91814137","367486.589106999","1","2","3","5","2","3"
"sp|P49959|MRE11_HUMAN","9","7","340.58","0.882774249947944","1.02209083002173","DOC-ISD","RG","Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3","598908.310785729","561851.269185142","539725.567432216","719097.020409408","702824.218880605","316129.036458824","598908.310785729","469575.96347568","422253.274309883","663061.183736848","662863.560634663","278316.158229357","2","3","2","3","3","1"
"sp|Q9H2G2|SLK_HUMAN","9","9","388.01","0.16568538054314","1.18129176620815","DOC-ISD","RG","STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1","543478.03385836","588777.36110705","550445.578318484","698987.489668734","738947.860186117","549825.45487586","543478.03385836","492079.864864391","430640.0545006","644518.693810089","696933.310730924","484059.64226475","2","4","3","3","1","4"
"sp|P46063|RECQ1_HUMAN","9","9","289.1","0.000254092046212406","2.20638938678715","RG","DOC-ISD","ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3","864618.289672049","959659.514378895","929205.124976552","386050.612511152","463983.861068363","397924.27092705","864618.289672049","802050.410470071","726961.867664625","355967.510431685","437603.010770808","350327.687678444","3","7","4","1","0","0"
"sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN","9","8","270.54","0.0013366245225096","1.95157193627759","DOC-ISD","RG","Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2","470952.066802875","374886.480340035","400246.697452682","796591.292682179","748247.279361059","886986.42151911","470952.066802875","313317.22442309","313132.244846521","734516.693143291","705703.990426558","780892.05599106","0","2","1","4","4","2"
"sp|Q9BW92|SYTM_HUMAN","9","8","283.78","0.121858455161051","1.12065983989593","RG","DOC-ISD","Threonine--tRNA ligase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1","225480.926185575","244361.035193351","251916.667502937","225979.913676291","194361.488151134","223706.509221918","225480.926185575","204228.547357826","197086.527163101","208370.365625551","183310.626789882","196948.489499648","2","2","2","2","0","2"
"sp|Q9Y606|TRUA_HUMAN","9","9","291.92","0.18275584037437","1.12735426643899","RG","DOC-ISD","tRNA pseudouridine synthase A, mitochondrial OS=Homo sapiens GN=PUS1 PE=1 SV=3","527805.375859537","488577.295942477","470397.327123904","460573.972696037","476336.158934051","381912.214802554","527805.375859537","408336.097215313","368014.456957574","424683.616906587","449252.990844504","336230.868240907","4","1","3","2","3","2"
"sp|Q8IZL8|PELP1_HUMAN","9","9","359.28","0.585184943295318","1.04110903624507","RG","DOC-ISD","Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2","1019119.63540605","893276.696920064","942182.786643876","882145.522606897","835777.419574821","1023940.80079904","1019119.63540605","746569.935162665","737114.916663182","813404.085744751","788257.406837501","901465.02556338","2","7","4","3","4","4"
"sp|Q9BTE3|MCMBP_HUMAN","9","9","300.42","0.0760858981964403","1.2675912245564","DOC-ISD","RG","Mini-chromosome maintenance complex-binding protein OS=Homo sapiens GN=MCMBP PE=1 SV=2","357252.133544191","418132.254204804","418168.632518185","516404.457708592","568004.635704758","428528.241120109","357252.133544191","349460.55459346","327153.436763334","476163.495741227","535709.44934129","377271.050762422","3","3","3","2","1","0"
"sp|P61158|ARP3_HUMAN;sp|Q9C0K3|ARP3C_HUMAN","9","9","462.6","0.210372042513269","1.1949108520801","RG","DOC-ISD","Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3","1456756.15258645","1483290.37923746","1428355.90676345","1274147.71360545","1447242.03967496","934449.869385037","1456756.15258645","1239683.07476604","1117471.53535853","1174859.39624368","1364955.8250099","822678.298135523","2","3","5","4","6","4"
"sp|O95782|AP2A1_HUMAN","9","4","355.1","0.00602075419767434","1.61416334031695","RG","DOC-ISD","AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 PE=1 SV=3","248424.094758098","303738.445068822","282965.480877212","177596.811051381","189318.019352886","150460.332223419","248424.094758098","253854.143988412","221377.507434978","163757.529820628","178553.915800495","132463.446254135","1","1","1","0","2","2"
"sp|Q9Y6G9|DC1L1_HUMAN","9","9","379.83","0.0844831307932671","1.16375053918522","DOC-ISD","RG","Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3","696627.698287039","835066.836627047","829504.888838653","874698.692183938","899445.175823645","973703.234508506","696627.698287039","697920.136310167","648961.576963214","806537.551667718","848305.189015429","857236.483302931","5","4","2","1","3","1"
"sp|Q9UHI6|DDX20_HUMAN","9","8","255.48","0.290624749403702","1.4661856901697","DOC-ISD","RG","Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens GN=DDX20 PE=1 SV=2","359602.62440116","262993.170651892","296408.10259095","681289.958412326","291942.668389292","374197.737134195","359602.62440116","219800.645241031","231894.31704424","628200.247632392","275343.608645031","329439.13594243","4","1","2","4","2","2"
"sp|P24928|RPB1_HUMAN","9","9","314.16","0.0331310310758887","1.27582691759093","RG","DOC-ISD","DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2","416721.462113908","492392.372996493","457192.102154969","381734.703723448","373168.115209982","316015.123325768","416721.462113908","411524.607380952","357683.374241483","351987.920044778","351950.799244493","278215.870492682","3","5","3","1","3","1"
"sp|Q9ULW0|TPX2_HUMAN","9","8","286.66","0.69607984397603","1.04490358019027","DOC-ISD","RG","Targeting protein for Xklp2 OS=Homo sapiens GN=TPX2 PE=1 SV=2","371982.556915342","459158.595667465","475662.987842905","523246.605956131","422039.642688055","420198.076294116","371982.556915342","383748.959509144","372134.036636894","482472.46767068","398043.625654725","369937.274979729","1","1","4","6","3","2"
"sp|P48147|PPCE_HUMAN","9","9","399.49","0.258981292082173","1.13095340441379","RG","DOC-ISD","Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2","848459.399925264","957031.817108743","957956.242724195","705303.363440191","780275.346398781","957888.411771207","848459.399925264","799854.271482713","749455.250119656","650342.401349373","735911.029379603","843313.305740289","7","3","4","1","1","2"
"sp|Q9H6R4|NOL6_HUMAN","9","9","308.48","0.597386847624739","1.07893185745388","RG","DOC-ISD","Nucleolar protein 6 OS=Homo sapiens GN=NOL6 PE=1 SV=2","486731.836451695","509676.811613372","565577.407402251","651473.557549771","347245.943642493","448995.704060246","486731.836451695","425970.346603768","442478.412292907","600707.298156057","327502.491284964","395290.356163818","3","3","3","3","0","4"
"sp|O00170|AIP_HUMAN","9","9","433.53","0.00882855172507147","2.72361861990544","DOC-ISD","RG","AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2","357696.743944331","317393.684615394","305952.87059085","579504.446728628","1021220.87440634","1071262.475365","357696.743944331","265266.723470296","239361.648191179","534346.400448003","963157.055232937","943126.45221912","1","1","1","4","6","7"
"sp|P52789|HXK2_HUMAN","9","7","345.89","0.71203206961097","1.04036774860414","RG","DOC-ISD","Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2","365504.187479119","456388.566650401","420259.288693941","350596.767233661","374471.763231242","468886.246093724","365504.187479119","381433.864543835","328789.057658354","323276.415975012","353180.325413302","412801.747416795","1","2","2","0","4","3"
"sp|Q15477|SKIV2_HUMAN","9","9","350.93","0.391364127130501","1.13273647310518","RG","DOC-ISD","Helicase SKI2W OS=Homo sapiens GN=SKIV2L PE=1 SV=3","435784.162951769","474374.650263822","458340.201030526","387035.879347067","515380.359684366","305719.145269065","435784.162951769","396466.014518641","358581.587219871","356876.000073523","486077.245382444","269151.416654292","2","6","4","3","5","3"
"sp|P22392|NDKB_HUMAN;sp|O60361|NDK8_HUMAN","9","5","620.6","0.00093202986361951","3.15521767935798","DOC-ISD","RG","Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1","2976398.45766334","2559971.2634102","2807991.13141696","6793856.0687828","10042080.266598","9492338.54933985","2976398.45766334","2139535.92065266","2196826.53744736","6264442.93224881","9471115.11367403","8356939.39176892","2","3","3","6","6","5"
"sp|Q9UMX0|UBQL1_HUMAN","9","4","567.38","0.00665825221353322","2.43655029494553","DOC-ISD","RG","Ubiquilin-1 OS=Homo sapiens GN=UBQLN1 PE=1 SV=2","310041.238386682","389342.371508542","420478.739565367","671796.575203321","989101.229787482","1067703.1328858","310041.238386682","325398.960988704","328960.744631515","619446.638968227","932863.645548951","939992.85039712","1","1","1","2","2","6"
"sp|P15531|NDKA_HUMAN","9","4","688.02","0.00111390312418402","1.31369193471508","DOC-ISD","RG","Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=1 SV=1","8648696.05725685","8687780.6526646","8226219.78723447","11020111.2405375","11796339.7081359","10765057.2692097","8648696.05725685","7260948.21563187","6435767.45285232","10161365.9863344","11125632.1727857","9477425.47108828","3","0","1","5","5","6"
"sp|P57053|H2BFS_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q96A08|H2B1A_HUMAN","9","9","581.38","0.133047752735338","1.23987681577336","DOC-ISD","RG","Histone H2B type F-S OS=Homo sapiens GN=H2BFS PE=1 SV=2","106298421.912194","103457927.289664","105881621.422965","104166929.044845","139719995.606414","147465277.304212","106298421.912194","86466576.7449429","82836285.7586901","96049691.9308378","131775899.707947","129826636.335827","6","5","4","4","8","10"
"sp|Q99729|ROAA_HUMAN","9","7","427.72","0.0106168334733582","2.65300933993397","DOC-ISD","RG","Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2","1572058.62688767","1349209.69259979","1340299.45770528","2642817.85984609","3409706.72233384","5253454.53347406","1572058.62688767","1127623.04916055","1048580.73940122","2436875.53809186","3215840.14604101","4625077.46699675","0","1","2","3","5","7"
"sp|P56537|IF6_HUMAN","9","9","437.25","0.566315658537183","1.03877422313453","RG","DOC-ISD","Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1","3714445.43441733","3726007.9032505","3643509.42674648","3954384.66939497","3586100.20417306","3129747.90422285","3714445.43441733","3114069.23334778","2850492.69157672","3646238.13674972","3382204.37809737","2755391.98387789","5","5","4","6","4","7"
"sp|P0CW22|RS17L_HUMAN","9","7","591.12","0.00101509916945941","1.71294934471801","DOC-ISD","RG","40S ribosomal protein S17-like OS=Homo sapiens GN=RPS17L PE=1 SV=1","5158508.22141628","5776581.09075242","6240756.19996773","10406193.6886345","9541465.64941877","9473693.97693854","5158508.22141628","4827867.76511067","4882443.77998089","9595288.13156882","8998964.07115915","8340524.93702383","3","5","6","4","10","7"
"sp|O00232|PSD12_HUMAN","9","8","480.87","0.0226285013916385","1.3369904109383","RG","DOC-ISD","26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3","1567055.22406456","1298459.48348123","1299218.60877883","1138336.88015977","960090.064589698","1016579.17814547","1567055.22406456","1085207.77015263","1016441.21513679","1049631.66002318","905501.975668263","894983.942527713","5","2","2","2","3","3"
"sp|P24534|EF1B_HUMAN","9","8","612.88","0.0581618512362867","1.27159801805006","DOC-ISD","RG","Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3","8997403.08115811","7821742.64541401","7369782.19642182","10941675.952107","10928059.5523336","8888857.30119421","8997403.08115811","6537143.44030217","5765735.1275667","10089042.7897178","10306720.0461942","7825641.84179132","6","4","2","5","7","8"
"sp|O43615|TIM44_HUMAN","9","9","359.1","0.0331898213107175","1.19146295390409","DOC-ISD","RG","Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2","1022224.34892243","910940.280250207","1016586.88400199","1193471.11245601","1082859.86760603","1238188.67110807","1022224.34892243","761332.550494503","795324.821154101","1100469.54182939","1021291.42426672","1090086.24442126","4","1","3","2","3","3"
"sp|P62244|RS15A_HUMAN","9","6","486.04","0.27706149266488","1.1731820166051","DOC-ISD","RG","40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2","5523582.48125728","4596131.34476875","4609739.62768003","4620432.07420992","6424701.59142894","6235196.24067098","5523582.48125728","3841288.47410217","3606421.05721325","4260383.61104193","6059410.67268947","5489390.92387266","5","2","1","2","2","4"
"sp|P61353|RL27_HUMAN","9","7","363.02","4.75077870815133E-05","1.7708725020139","RG","DOC-ISD","60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2","10568067.2935919","9878175.60519083","9810243.45755548","5906820.66073464","5636967.54399351","5541849.70648765","10568067.2935919","8255839.36816016","7675025.36786929","5446530.00675504","5316465.02356563","4878977.06921026","2","5","4","4","2","5"
"sp|P50993|AT1A2_HUMAN","9","0","593.74",,,"---","---","Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1",,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0"
"sp|P16989|YBOX3_HUMAN","8","6","488.92","0.106451391921329","1.07915692181975","DOC-ISD","RG","Y-box-binding protein 3 OS=Homo sapiens GN=YBX3 PE=1 SV=4","3533362.61498022","3794363.80222654","3814242.26161949","4191239.41345371","4016138.92682341","3816554.28217711","3533362.61498022","3171198.74231458","2984065.20121401","3864635.90855506","3787792.27795775","3360047.96455225","2","2","3","4","0","4"
"sp|P62241|RS8_HUMAN","8","7","494.85","0.00547797456047017","1.68225399256494","RG","DOC-ISD","40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2","12100602.3465644","10365967.0951951","11105251.9404913","7073172.1745036","7306771.83447843","5576508.18588762","12100602.3465644","8663518.71580353","8688172.79903563","6521993.25221892","6891328.81997374","4909489.97287998","5","4","1","1","4","4"
"sp|Q13823|NOG2_HUMAN","8","5","244.88","0.123906009292656","1.127035212097","DOC-ISD","RG","Nucleolar GTP-binding protein 2 OS=Homo sapiens GN=GNL2 PE=1 SV=1","482133.080474013","409609.301949324","432986.218462512","534029.743330211","492548.749872367","466437.286467769","482133.080474013","342337.364282208","338745.947031334","492415.326045457","464543.77830997","410645.713151833","3","0","1","2","1","2"
"sp|Q9NR28|DBLOH_HUMAN","8","7","331.1","0.566795871985715","1.05150552956777","RG","DOC-ISD","Diablo homolog, mitochondrial OS=Homo sapiens GN=DIABLO PE=1 SV=1","570242.431081191","509841.33193672","511198.133175192","513280.464554715","431425.383180816","568630.840895306","570242.431081191","426107.847030634","399934.890209613","473282.940628628","406895.718674702","500615.675363069","1","3","4","3","1","2"
"sp|P49720|PSB3_HUMAN","8","7","461.95","0.0218417100226261","1.60198836234046","DOC-ISD","RG","Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2","2683557.45879034","1888044.40896174","1757770.87055951","3388626.94525775","3208317.64214698","3542636.88028541","2683557.45879034","1577962.56954068","1375188.70768245","3124567.24168592","3025901.49683193","3118894.4159234","1","3","5","5","4","6"
"sp|P39687|AN32A_HUMAN;sp|O43423|AN32C_HUMAN;sp|O95626|AN32D_HUMAN","8","4","416.38","0.595977814944381","1.11180983790901","RG","DOC-ISD","Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1","1915433.48036562","2783183.56184548","2669049.07878042","2606850.85659854","2501902.0651561","1517979.33926581","1915433.48036562","2326089.08133055","2088125.48601443","2403711.27364364","2359650.77286319","1336410.54522693","2","2","3","1","0","1"
"sp|Q15717|ELAV1_HUMAN","8","8","501.09","0.0881681028166501","1.16899839710043","DOC-ISD","RG","ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2","5526999.95363893","4462913.33272302","4530015.66871689","5657857.69415791","5469547.27896409","5846368.70137728","5526999.95363893","3729949.44224519","3544049.1690826","5216967.54906189","5158563.81581194","5147071.88806941","4","6","5","4","4","5"
"sp|P11908|PRPS2_HUMAN","8","2","525.39","0.894506413012829","1.01264267475813","RG","DOC-ISD","Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2","162872.750917497","200657.653956235","199211.601197555","153218.852264049","196881.134548378","205616.279249239","162872.750917497","167702.764687037","155852.818472874","141279.230297965","185687.013000757","181022.071085573","1","0","0","0","2","0"
"sp|P62277|RS13_HUMAN","8","7","369.81","0.0613078276775713","1.07371177104758","RG","DOC-ISD","40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2","11003764.5136617","11832166.5071569","10956240.0677062","10626542.0709956","10256909.7164625","10588840.8703331","11003764.5136617","9888917.74803842","8571593.64290274","9798465.80453388","9673729.94998851","9322286.69705561","5","7","4","3","2","2"
"sp|Q14739|LBR_HUMAN","8","7","379.01","0.018046463357374","1.49805883762854","RG","DOC-ISD","Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2","2952055.34414779","3501929.6078315","3408599.85385744","2060907.47392058","1920249.03289149","2602419.89092772","2952055.34414779","2926792.30218063","2666711.63263773","1900310.68193259","1811068.93737246","2291138.81551657","2","1","4","5","4","1"
"sp|P20290|BTF3_HUMAN","8","7","598.03","3.06980851626504E-05","2.15415582134461","DOC-ISD","RG","Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1","2638987.08255764","2400705.16427627","2455396.63183919","5438273.14239171","5146696.16953484","5560620.02756234","2638987.08255764","2006426.79364421","1920974.89925519","5014494.1849788","4854069.13534692","4895502.23155774","3","9","3","5","5","6"
"sp|Q15907|RB11B_HUMAN","8","8","383.1","3.59752355478804E-05","1.71889933510608","DOC-ISD","RG","Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4","2538970.56867958","2758276.85498792","2623337.85743629","4512872.78390955","4643379.89970629","4458436.08972448","2538970.56867958","2305272.91251311","2052363.39866864","4161205.90855632","4379370.0487456","3925152.89991357","1","1","2","4","3","5"
"sp|Q15785|TOM34_HUMAN","8","7","362.03","0.454488798797658","1.06042764144045","DOC-ISD","RG","Mitochondrial import receptor subunit TOM34 OS=Homo sapiens GN=TOMM34 PE=1 SV=2","1028921.93596027","1117894.53153256","1039108.54035748","1267636.93783311","1039398.5321379","1071407.47190985","1028921.93596027","934297.794627953","812944.596300627","1168855.97449651","980301.181181145","943254.105413429","2","3","3","2","5","3"
"sp|Q13151|ROA0_HUMAN","8","8","660.04","0.00379415055177523","1.83848095028957","DOC-ISD","RG","Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1","7119227.24322721","5192513.15131622","5322841.12488139","11148838.2804163","10583857.9245","10688145.9848748","7119227.24322721","4339723.8728778","4164314.66144087","10280061.9355852","9982088.77926745","9409713.71192705","3","4","1","7","4","6"
